IdBordereau,IdBureau,Annee,Date,Heure,RefPaiement,NumEnvoi,IdPays,Poids,Montant,cp,cite,codepays,ville,cpDest,citeDest,paysDest,villeDest,portee,CodeService,type_service,CodeISOPays,type_source,IdBureau_original,est_agence
184,2131,2024,2024-10-30,1107,P,UP000750962TN,TN,1.423,6.5,2131,SIDI AICH,TN,GAFSA,3214,TLELA,TN,TATAOINE,National,UP,Normal,TN,normal,2131,False
261,1082,2024,2024-02-26,0822,C,CP311002102TN,ES,27.98,195.0,1082,MAHRAJENE,TN,TUNIS,23006,JAEN,ES,ESPAGNE,National,CP,Normal,TN,normal,1082,False
809,2001,2024,2024-02-29,1437,C,CP311925420TN,FR,17.65,140.0,2001,ARIANA,TN,ENNASER,94000,CRETEIL,FR,FRANCE,National,CP,Normal,TN,normal,2001,False
1071,2001,2024,2024-05-30,1017,C,CP318177430TN,FR,14.77,122.0,2001,ARIANA,TN,ENNASER,94000,CRETEIL,FR,FRANCE,National,CP,Normal,TN,normal,2001,False
1585,2001,2024,2024-10-10,1005,C,CP318176615TN,FR,15.37,128.0,2001,ARIANA,TN,ENNASER,94000,CRETEIL,FR,FRANCE,National,CP,Normal,TN,normal,2001,False
114,2016,2024,2024-02-21,1002,C,CP306564895TN,US,3.62,120.0,2016,CARTHGAE,TN,CARTHAGE,90250,CALIFORNIA,US,USA,National,CP,Normal,TN,normal,2016,False
572,2083,2024,2024-08-27,0737,P,UP001881567TN,TN,0.445,5.0,2083,ARIANA,TN,ARIANA,7130,KEF,TN,KEF,National,UP,Normal,TN,normal,2083,False
685,2083,2024,2024-10-07,0812,P,UP001882430TN,TN,1.326,6.5,2083,ARIANA,TN,ARIANA,7130,KEF,TN,KEF,National,UP,Normal,TN,normal,2083,False
726,2083,2024,2024-10-22,0815,C,CP202737540TN,TN,4.4,4.9,2083,ARIANA,TN,ARIANA,7130,KEF,TN,KEF,National,CP,Normal,TN,normal,2083,False
739,2083,2024,2024-10-28,0829,P,UP001882797TN,TN,1.434,6.5,2083,ARIANA,TN,ARIANA,7130,KEF,TN,KEF,National,UP,Normal,TN,normal,2083,False
249,2083,2024,2024-01-22,0802,C,CP202735932TN,TN,2.016,4.3,2083,ARIANA,TN,ARIANA,4200,RTE DE GABES,TN,KEBILI,National,CP,Normal,TN,normal,2083,False
699,2083,2024,2024-10-16,0809,P,UP001882576TN,TN,1.435,6.5,2083,ARIANA,TN,ARIANA,9100,SIDI BOUZID,TN,SIDI BOUZID,National,UP,Normal,TN,normal,2083,False
686,2083,2024,2024-10-07,0813,P,UP001882443TN,TN,1.325,6.5,2083,ARIANA,TN,ARIANA,1152,TUNIS,TN,TUNIS,National,UP,Normal,TN,normal,2083,False
687,2083,2024,2024-10-07,0815,P,UP001882457TN,TN,1.788,6.5,2083,ARIANA,TN,ARIANA,8030,NABEUL,TN,NABEUL,National,UP,Normal,TN,normal,2083,False
729,2083,2024,2024-10-23,0806,P,UP001882704TN,TN,1.43,6.5,2083,ARIANA,TN,ARIANA,8000,NABEUL,TN,NABEUL,National,UP,Normal,TN,normal,2083,False
730,2083,2024,2024-10-23,0808,P,UP001882718TN,TN,1.283,6.5,2083,ARIANA,TN,ARIANA,70000,BIZERTE,TN,7000,National,UP,Normal,TN,normal,2083,False
731,2083,2024,2024-10-23,0810,P,UP001882721TN,TN,0.651,5.5,2083,ARIANA,TN,ARIANA,31000,KAIROUAN,TN,KAIROOUANE,National,UP,Normal,TN,normal,2083,False
721,2083,2024,2024-10-21,1604,P,UP001882655TN,TN,0.849,5.5,2083,ARIANA,TN,ARIANA,1100,ZAGHOUAN,TN,ZAGHOUAN,National,UP,Normal,TN,normal,2083,False
674,2083,2024,2024-10-02,1514,P,UP001882324TN,TN,1.117,6.5,2083,ARIANA,TN,ARIANA,1100,ZAGHOUAN,TN,ZAGHOUAN,National,UP,Normal,TN,normal,2083,False
675,2083,2024,2024-10-02,1515,P,UP001882315TN,TN,0.712,5.5,2083,ARIANA,TN,ARIANA,4061,SOUSSE,TN,SOUSSE,National,UP,Normal,TN,normal,2083,False
725,2083,2024,2024-10-22,0812,P,UP001882681TN,TN,1.482,6.5,2083,ARIANA,TN,ARIANA,8070,NABEUL,TN,NABEUL,National,UP,Normal,TN,normal,2083,False
738,2083,2024,2024-10-28,0828,P,UP001882783TN,TN,0.867,5.5,2083,ARIANA,TN,ARIANA,8070,NABEUL,TN,NABEUL,National,UP,Normal,TN,normal,2083,False
732,2083,2024,2024-10-23,0812,P,UP001882735TN,TN,0.608,5.5,2083,ARIANA,TN,ARIANA,2151,GAFSA,TN,GAFSA,National,UP,Normal,TN,normal,2083,False
661,2083,2024,2024-09-24,0821,P,UP001882222TN,TN,1.052,6.5,2083,ARIANA,TN,ARIANA,2151,GAFSA,TN,GAFSA,National,UP,Normal,TN,normal,2083,False
662,2083,2024,2024-09-25,0814,P,UP001882236TN,TN,1.014,6.5,2083,ARIANA,TN,ARIANA,2169,GAFSA,TN,GAFSA,National,UP,Normal,TN,normal,2083,False
672,2083,2024,2024-10-02,1510,P,UP001882341TN,TN,1.233,6.5,2083,ARIANA,TN,ARIANA,9000,BEJA,TN,BEJA,National,UP,Normal,TN,normal,2083,False
684,2083,2024,2024-10-07,0810,P,UP001882426TN,TN,0.524,5.5,2083,ARIANA,TN,ARIANA,4225,WEHET KEBELI,TN,KBELI,National,UP,Normal,TN,normal,2083,False
673,2083,2024,2024-10-02,1512,P,UP001882338TN,TN,0.493,5.0,2083,ARIANA,TN,ARIANA,4225,WEHET KEBELI,TN,KBELI,National,UP,Normal,TN,normal,2083,False
571,2083,2024,2024-08-27,0735,P,UP001881553TN,TN,0.773,5.5,2083,ARIANA,TN,ARIANA,2050,HAMEM LANEF,TN,HAMEM LANEF,National,UP,Normal,TN,normal,2083,False
740,2083,2024,2024-10-28,0831,C,CP202737584TN,TN,2.586,4.3,2083,ARIANA,TN,ARIANA,2050,HAMEM LANEF,TN,HAMEM LANEF,National,CP,Normal,TN,normal,2083,False
635,2083,2024,2024-09-10,0818,P,UP001882085TN,TN,1.664,6.5,2083,ARIANA,TN,ARIANA,9100,SIDI BOUZID,TN,SIDI BOUZID,National,UP,Normal,TN,normal,2083,False
723,2083,2024,2024-10-22,0809,P,UP001882664TN,TN,0.66,5.5,2083,ARIANA,TN,ARIANA,9100,SIDI BOUZID,TN,SIDI BOUZID,National,UP,Normal,TN,normal,2083,False
660,2083,2024,2024-09-24,0818,P,UP001882219TN,TN,0.466,5.0,2083,ARIANA,TN,ARIANA,5000,MONESTIR,TN,MONESTIR,National,UP,Normal,TN,normal,2083,False
700,2083,2024,2024-10-16,0811,C,CP202737385TN,TN,2.135,4.3,2083,ARIANA,TN,ARIANA,3070,KERKENNA,TN,SFAX,National,CP,Normal,TN,normal,2083,False
724,2083,2024,2024-10-22,0810,P,UP001882678TN,TN,1.357,6.5,2083,ARIANA,TN,ARIANA,3070,KERKENNA,TN,SFAX,National,UP,Normal,TN,normal,2083,False
676,2083,2024,2024-10-02,1517,P,UP001882355TN,TN,1.998,6.5,2083,ARIANA,TN,ARIANA,3070,KERKENNA,TN,SFAX,National,UP,Normal,TN,normal,2083,False
570,2083,2024,2024-08-27,0733,P,UP001881540TN,TN,0.576,5.5,2083,ARIANA,TN,ARIANA,5076,MONESTIR,TN,MONESTIR,National,UP,Normal,TN,normal,2083,False
332,2083,2024,2024-03-22,1007,C,CP202736473TN,TN,2.41,4.3,2083,ARIANA,TN,ARIANA,2050,HAMEM LANEF,TN,HAMEM LANEF,National,CP,Normal,TN,normal,2083,False
101,1214,2024,2024-05-03,1156,P,UP000193703TN,TN,1.028,6.5,1214,MAJL BL ABES,TN,GASRIN,4200,KEBILI,TN,KEBILI,National,UP,Normal,TN,normal,1214,False
109,1214,2024,2024-05-14,1551,P,UP000193779TN,TN,0.578,5.5,1214,MAJL BL ABES,TN,GASRIN,3000,SFAX,TN,SFAX,National,UP,Normal,TN,normal,1214,False
182,9114,2024,2024-06-07,1142,P,UP000050801TN,TN,0.099,4.2,9114,CITEE SUD,TN,INCONNU,7050,MENZEL BOURGUIBA,TN,ML BOURGUIBA,National,UP,Normal,TN,normal,9114,False
189,9114,2024,2024-06-24,1106,P,UP000050775TN,TN,0.027,4.2,9114,CITEE SUD,TN,INCONNU,3036,ALAMRA,TN,ALAMRA,National,UP,Normal,TN,normal,9114,False
9095,9031,2024,2024-06-07,0956,C,CP323235807TN,TN,6.93,5.5,9000,BEJA,TN,BEJA,9100,CNSS SIDI BOUZID,TN,SIDI BOUZID,National,CP,Normal,TN,normal,9031,False
9046,9031,2024,2024-02-05,0847,C,CP323237785TN,TN,5.49,5.2,9000,BEJA,TN,BEJA,9100,CNSS SIDI BOUZID,TN,SIDI BOUZID,National,CP,Normal,TN,normal,9031,False
551,2130,2024,2024-01-25,1045,C,CP308212905TN,TN,4.07,4.9,2130,MATALOUI,TN,GAFSA,5125,BOU HELAL SUD,TN,MAHDIA,National,CP,Normal,TN,normal,2130,False
536,2130,2024,2024-01-22,1011,C,CP308213027TN,TN,3.81,4.6,2130,MATALOUI,TN,GAFSA,3043,GHRABA,TN,SFAX,National,CP,Normal,TN,normal,2130,False
517,2130,2024,2024-01-11,1010,C,CP308213217TN,TN,3.31,4.6,2130,MATALOUI,TN,GAFSA,4160,BEN GARDEN,TN,BEN GARDEN,National,CP,Normal,TN,normal,2130,False
558,2130,2024,2024-01-25,1100,C,CP308212857TN,TN,8.96,6.1,2130,MATALOUI,TN,GAFSA,5180,TUNIS,TN,TUN,National,CP,Normal,TN,normal,2130,False
537,2130,2024,2024-01-22,1024,C,CP308213035TN,TN,2.87,4.3,2130,MATALOUI,TN,GAFSA,6021,TUN,TN,GABES,National,CP,Normal,TN,normal,2130,False
554,2130,2024,2024-01-25,1054,C,CP308212874TN,TN,8.81,6.1,2130,MATALOUI,TN,GAFSA,6021,TUN,TN,GABES,National,CP,Normal,TN,normal,2130,False
552,2130,2024,2024-01-25,1046,C,CP308212888TN,TN,11.38,7.0,2130,MATALOUI,TN,GAFSA,4023,TUN,TN,SOUSSE,National,CP,Normal,TN,normal,2130,False
557,2130,2024,2024-01-25,1108,C,CP308212830TN,TN,20.52,9.7,2130,MATALOUI,TN,GAFSA,4023,TUN,TN,SOUSSE,National,CP,Normal,TN,normal,2130,False
555,2130,2024,2024-01-25,1102,C,CP308212865TN,TN,3.99,4.6,2130,MATALOUI,TN,GAFSA,3180,TUN,TN,TUN,National,CP,Normal,TN,normal,2130,False
556,2130,2024,2024-01-25,1103,C,CP308212843TN,TN,4.12,4.9,2130,MATALOUI,TN,GAFSA,4126,TUN,TN,TUN,National,CP,Normal,TN,normal,2130,False
559,2130,2024,2024-01-25,1111,C,CP308212826TN,TN,2.1,4.3,2130,MATALOUI,TN,GAFSA,3142,CITE OKBA,TN,KAIROUAN,National,CP,Normal,TN,normal,2130,False
117,9114,2024,2024-01-25,0956,C,CP319366655TN,TN,2.85,4.3,9114,BOUZAIENNE,TN,SIDI BOUZID,4030,CITE 7 NOVEMBRE,TN,SOUSSE,National,CP,Normal,TN,normal,9114,False
240,9114,2024,2024-07-29,1111,P,UP002033885TN,TN,0.67,5.5,9114,BOUZAIENNE,TN,SIDI BOUZID,1160,ZAGHOUAN,TN,ZAGHOUAN,National,UP,Normal,TN,normal,9114,False
146,9114,2024,2024-03-19,1146,C,CP319368501TN,TN,2.409,4.3,9114,BOUZAIENNE,TN,SIDI BOUZID,3044,CHAFFAR NAGTA,TN,NAGTA,National,CP,Normal,TN,normal,9114,False
147,9114,2024,2024-03-19,1152,C,CP319368515TN,TN,2.3,4.3,9114,BOUZAIENNE,TN,SIDI BOUZID,7050,ML BOURGUIBA,TN,ML BOURGUIBA,National,CP,Normal,TN,normal,9114,False
166,9114,2024,2024-05-20,1506,C,CP314000882TN,TN,2.39,4.3,9114,BOUZAIENNE,TN,SIDI BOUZID,6026,GABES,TN,GABES,National,CP,Normal,TN,normal,9114,False
167,9114,2024,2024-05-20,1512,C,CP314000777TN,TN,2.9,4.3,9114,BOUZAIENNE,TN,SIDI BOUZID,3180,BOUHAJLA,TN,KAIROUEN,National,CP,Normal,TN,normal,9114,False
113,2042,2024,2024-07-11,1234,P,UP001468130TN,TN,0.269,5.0,4100,MEDNIN,TN,MEDNIN,4100,MEDNIN,TN,MEDNIN,National,UP,Normal,TN,normal,2042,False
9266,2062,2024,2024-07-08,1232,P,UP002203655TN,TN,0.092,4.2,4100,MEDNIN,TN,MEDNIN,3027,SFAX EL JADIDA,TN,SFAX,National,UP,Normal,TN,normal,2062,False
71,2042,2024,2024-05-09,0952,P,UP000571776TN,TN,0.22,4.5,4100,MEDNIN,TN,MEDNIN,8013,INCONNU,TN,NABEUL,National,UP,Normal,TN,normal,2042,False
72,2042,2024,2024-05-09,0956,P,UP000571780TN,TN,0.737,5.5,4100,MEDNIN,TN,MEDNIN,4000,INCONNU,TN,SOUSSE,National,UP,Normal,TN,normal,2042,False
9269,2062,2024,2024-07-08,1236,P,UP002203615TN,TN,0.385,5.0,4100,MEDNIN,TN,MEDNIN,6100,SELIANA,TN,SELIANA,National,UP,Normal,TN,normal,2062,False
9245,2062,2024,2024-06-25,1209,P,UP002203831TN,TN,0.197,4.5,4100,MEDNIN,TN,MEDNIN,4000,SOUSSE,TN,SOUSSE,National,UP,Normal,TN,normal,2062,False
9246,2062,2024,2024-06-25,1210,P,UP002203814TN,TN,0.994,5.5,4100,MEDNIN,TN,MEDNIN,8026,ELHAWARIA,TN,INCONNU,National,UP,Normal,TN,normal,2062,False
110,2042,2024,2024-07-09,1245,P,UP001468090TN,TN,0.384,5.0,4100,MEDNIN,TN,MEDNIN,2130,METLAWI,TN,METLAWI,National,UP,Normal,TN,normal,2042,False
111,2042,2024,2024-07-09,1248,P,UP001468086TN,TN,0.572,5.5,4100,MEDNIN,TN,MEDNIN,5080,TBOLBA,TN,MONASTIR,National,UP,Normal,TN,normal,2042,False
9267,2062,2024,2024-07-08,1233,P,UP002203624TN,TN,0.213,4.5,4100,MEDNIN,TN,MEDNIN,6113,SELYANA,TN,SELYANA,National,UP,Normal,TN,normal,2062,False
9265,2062,2024,2024-07-08,1231,P,UP002203638TN,TN,0.108,4.5,4100,MEDNIN,TN,MEDNIN,9000,BEJA,TN,BEJA,National,UP,Normal,TN,normal,2062,False
95,2042,2024,2024-06-05,0724,P,UP000572003TN,TN,0.232,5.5,4100,MEDNIN,TN,MEDNIN,5100,ZOUILA,TN,INCONNU,National,UP,Normal,TN,normal,2042,False
97,2042,2024,2024-06-05,0733,P,UP001468007TN,TN,0.189,4.5,4100,MEDNIN,TN,MEDNIN,4070,INCONNU,TN,MSEKEN,National,UP,Normal,TN,normal,2042,False
9268,2062,2024,2024-07-08,1234,P,UP002203641TN,TN,0.556,5.5,4100,MEDNIN,TN,MEDNIN,2145,GTAR,TN,GAFSA,National,UP,Normal,TN,normal,2062,False
101,2042,2024,2024-06-13,1540,P,UP001468038TN,TN,0.753,5.5,4100,MEDNIN,TN,MEDNIN,4060,KALAA KBIRA,TN,SOUSE,National,UP,Normal,TN,normal,2042,False
109,2042,2024,2024-07-09,1231,P,UP001468109TN,TN,0.406,5.0,4100,MEDNIN,TN,MEDNIN,7100,JERISSA,TN,LE KEF,National,UP,Normal,TN,normal,2042,False
9244,2062,2024,2024-06-25,1207,P,UP002203828TN,TN,0.214,4.5,4100,MEDNIN,TN,MEDNIN,6100,SELIANA,TN,SELIANA,National,UP,Normal,TN,normal,2062,False
9006,5125,2024,2024-03-28,1458,C,CP321471754TN,TN,3.1,4.6,5125,BOU HELAL SUD,TN,MAHDIA,2190,CITE TAIEB MHIRI,TN,SNED,National,CP,Normal,TN,normal,5125,False
9285,99013,2024,2024-02-21,0850,C,CP305752257TN,TN,4.54,4.9,kebili,KEBILI,TN,4200,7100,BORJ AIFA,TN,KEF,National,CP,Normal,TN,normal,KEBA,True
101,2241,2024,2024-03-15,0825,P,RR435864609TN,IT,0.363,18.0,2241,RAS DHRAA,TN,TOZEUR,40018,SAN PIETRO IN CASALE,IT,BOLOGNA,National,RR,Normal,TN,normal,2241,False
64,8040,2024,2024-02-06,1153,C,CP315643251TN,TN,3.75,4.6,8040,BOUARGOUB,TN,BOUARGOUB,3010,SFAX,TN,SFAX,National,CP,Normal,TN,normal,8040,False
9117,2087,2024,2024-06-26,1525,P,UP000519042TN,TN,0.442,5.0,2087,CITE FEHRI,TN,TUNIS,3051,MERKEZ EL ALIA,TN,SFAX VILLE,National,UP,Normal,TN,normal,2087,False
9057,2087,2024,2024-05-20,0902,P,UP000519609TN,TN,0.848,5.5,2087,CITE FEHRI,TN,TUNIS,1145,CITE ENNASR,TN,BEN AROUS,National,UP,Normal,TN,normal,2087,False
9167,2087,2024,2024-08-06,0903,P,UP000518594TN,TN,0.46,5.0,2087,CITE FEHRI,TN,TUNIS,2097,INCONNU,TN,INCONNU,National,UP,Normal,TN,normal,2087,False
126,2011,2024,2024-05-13,1520,P,UP000979928TN,TN,0.847,6.5,2087,CITE FEHRI,TN,TUNIS,1091,TUNIS,TN,TUINIS,National,UP,Normal,TN,normal,2011,False
127,2011,2024,2024-05-13,1523,P,UP000979914TN,TN,0.43,5.0,2087,CITE FEHRI,TN,TUNIS,1002,CITE KHADHRA,TN,TUNIS,National,UP,Normal,TN,normal,2011,False
9064,2087,2024,2024-05-21,1505,P,UP000519538TN,TN,0.45,5.0,2087,CITE FEHRI,TN,TUNIS,9122,CEBALA,TN,SIDI BOUZID,National,UP,Normal,TN,normal,2087,False
9207,2087,2024,2024-10-14,1453,P,UP000518152TN,TN,1.3,6.5,2087,CITE FEHRI,TN,TUNIS,2100,CT NOUR,TN,GAFSA,National,UP,Normal,TN,normal,2087,False
9208,2087,2024,2024-10-14,1456,P,UP000518166TN,TN,1.5,6.5,2087,CITE FEHRI,TN,TUNIS,7180,SERS,TN,KEF,National,UP,Normal,TN,normal,2087,False
9209,2087,2024,2024-10-14,1459,P,UP000518149TN,TN,1.7,6.5,2087,CITE FEHRI,TN,TUNIS,9100,SISI BOUZID,TN,BOUZID,National,UP,Normal,TN,normal,2087,False
9181,2087,2024,2024-08-27,0859,P,UP000518435TN,TN,0.456,5.0,2087,CITE FEHRI,TN,TUNIS,2070,INCONNU,TN,MARSA,National,UP,Normal,TN,normal,2087,False
9183,2087,2024,2024-09-05,1028,P,UP000518387TN,TN,1.778,6.5,2087,CITE FEHRI,TN,TUNIS,5100,EZGANNA,TN,MAHDIA,National,UP,Normal,TN,normal,2087,False
9188,2087,2024,2024-09-12,1547,P,UP000518342TN,TN,0.496,5.0,2087,CITE FEHRI,TN,TUNIS,2124,GAFSA,TN,TUNIS,National,UP,Normal,TN,normal,2087,False
9187,2087,2024,2024-09-12,1459,P,UP000518339TN,TN,0.8,5.5,2087,CITE FEHRI,TN,TUNIS,3060,SFAX,TN,TUNIS,National,UP,Normal,TN,normal,2087,False
9205,2087,2024,2024-10-08,1126,P,UP000518170TN,TN,0.444,5.0,2087,CITE FEHRI,TN,TUNIS,9023,BEJA,TN,BEJA,National,UP,Normal,TN,normal,2087,False
9163,2087,2024,2024-07-31,1108,P,UP000518625TN,TN,0.422,5.0,2087,CITE FEHRI,TN,TUNIS,2097,BEN,TN,AROUS,National,UP,Normal,TN,normal,2087,False
9181,2087,2024,2024-08-27,0859,P,UP000518427TN,TN,0.466,5.0,2087,CITE FEHRI,TN,TUNIS,4126,DJERBA,TN,MEDNINE,National,UP,Normal,TN,normal,2087,False
9178,2087,2024,2024-08-20,1023,P,UP000518489TN,TN,0.44,5.0,2087,CITE FEHRI,TN,TUNIS,2063,INCONNU,TN,BEN AROUS,National,UP,Normal,TN,normal,2087,False
9171,2087,2024,2024-08-12,1009,P,UP000518550TN,TN,0.868,5.5,2087,CITE FEHRI,TN,TUNIS,1145,CITE AMRI2,TN,MOUHAMMADIA,National,UP,Normal,TN,normal,2087,False
9181,2087,2024,2024-08-27,0859,P,UP000518458TN,TN,0.944,5.5,2087,CITE FEHRI,TN,TUNIS,4070,INCONNU,TN,SOUSSE,National,UP,Normal,TN,normal,2087,False
9181,2087,2024,2024-08-27,0859,P,UP000518444TN,TN,0.44,5.0,2087,CITE FEHRI,TN,TUNIS,9023,INCONNU,TN,BEJA,National,UP,Normal,TN,normal,2087,False
9160,2087,2024,2024-07-30,0903,P,UP000518651TN,TN,0.43,5.0,2087,CITE FEHRI,TN,TUNIS,1124,MANOUBA,TN,TUNIS,National,UP,Normal,TN,normal,2087,False
9161,2087,2024,2024-07-30,0907,P,UP000518648TN,TN,0.84,5.5,2087,CITE FEHRI,TN,TUNIS,9120,BOUZID,TN,TUNIS,National,UP,Normal,TN,normal,2087,False
9166,2087,2024,2024-08-05,1013,P,UP000518603TN,TN,0.432,5.0,2087,CITE FEHRI,TN,TUNIS,1140,INCONNU,TN,INCONNU,National,UP,Normal,TN,normal,2087,False
9179,2087,2024,2024-08-21,1033,P,UP000518475TN,TN,0.534,5.5,2087,CITE FEHRI,TN,TUNIS,9140,INCONNU,TN,SIDI BOUZID,National,UP,Normal,TN,normal,2087,False
9152,2087,2024,2024-07-24,0856,P,UP000518736TN,TN,0.42,5.0,2087,CITE FEHRI,TN,TUNIS,6120,KRIB,TN,TUNIS,National,UP,Normal,TN,normal,2087,False
9162,2087,2024,2024-07-31,0900,P,UP000518634TN,TN,0.422,5.0,2087,CITE FEHRI,TN,TUNIS,4030,ENFIDHA,TN,SOUSSE,National,UP,Normal,TN,normal,2087,False
9145,2087,2024,2024-07-15,1022,P,UP000518807TN,TN,0.868,5.5,2087,CITE FEHRI,TN,TUNIS,4025,SOUSSE,TN,SOUSSE,National,UP,Normal,TN,normal,2087,False
9153,2087,2024,2024-07-29,0857,P,UP000518722TN,TN,1.29,6.5,2087,CITE FEHRI,TN,TUNIS,4000,SOUSSE,TN,SOUSSE,National,UP,Normal,TN,normal,2087,False
9154,2087,2024,2024-07-29,0900,P,UP000518719TN,TN,0.466,5.0,2087,CITE FEHRI,TN,TUNIS,8037,FONDEK JDID,TN,NABEUL,National,UP,Normal,TN,normal,2087,False
9155,2087,2024,2024-07-29,0902,P,UP000518705TN,TN,0.448,5.0,2087,CITE FEHRI,TN,TUNIS,8090,NAB,TN,NABEUL,National,UP,Normal,TN,normal,2087,False
9149,2087,2024,2024-07-22,1010,P,UP000518767TN,TN,0.904,5.5,2087,CITE FEHRI,TN,TUNIS,2245,TOZE,TN,TUNIS,National,UP,Normal,TN,normal,2087,False
9159,2087,2024,2024-07-30,0901,P,UP000518665TN,TN,0.986,5.5,2087,CITE FEHRI,TN,TUNIS,1100,ZAGHOUAN,TN,ZAGHOUAN,National,UP,Normal,TN,normal,2087,False
9117,2087,2024,2024-06-26,1525,P,UP000519060TN,TN,1.38,6.5,2087,CITE FEHRI,TN,TUNIS,7120,INCONNU,TN,KEF,National,UP,Normal,TN,normal,2087,False
9117,2087,2024,2024-06-26,1525,P,UP000519056TN,TN,0.442,5.0,2087,CITE FEHRI,TN,TUNIS,9010,INCONNU,TN,BEJA,National,UP,Normal,TN,normal,2087,False
