id,code_iso_pays,pays_dest,ville_dest,cite_dest,code_postal_dest,portee
6806,TN,US,INOIS,CHICAGO,60634,National
6807,TN,FR,LIMOGE,LIMOGE,87100,National
6808,TN,FR,NETERLAND,NETHERLAND,9458254,National
6809,TN,TN,ELKAIRWAN,LKAIRWAN,3100,National
6810,TN,TN,TEL29753138,TUNIS,2052,National
6811,TN,TN,TEL;98558654,JANDOUBA,8100,National
6812,TN,FR,BOURG BELE,LE MARIS,7200,National
6813,TN,FR,C'EST CLOSES,PASTEUR,74300,National
6814,TN,TN,MANZELJMIL,MANZELJMIL,7080,National
6815,TN,IT,IRSINA MT,SNC,75022,National
6816,TN,DE,ALLAMGNE,BREMEN,9728239,National
6817,TN,IT,FIRENZA,FIRENZA,Inconnu,National
6818,TN,IT,MAIANE,MAIANE 10,0649,National
6819,TN,IT,COSENZE,SERRA D'AIELLO,87030,National
6820,TN,FR,1258,1258,1258,National
6821,TN,DE,ALLMANGE,DEUTSCHLAND,21149,National
6822,TN,TN,POSTE RESTANTE,ZAGHOUEN,1100,National
6823,TN,AE,EMARTS ARABES UNIS,CITY BINDHAHERROAD BUILDING 1 FLOOR 602,30999,National
6824,TN,FR,PROCOURT,FRANCE,75013,National
6825,TN,GB,ROYOME UNI,ENGLAND,TN240RJ,National
6826,TN,FR,ORLEON,ORLEON,45600,National
6827,TN,TN,KRAM OUEST,IMPASSE SELIENA,2015,National
6828,TN,IT,NICOLOR,NICOLOR,86,National
6829,TN,BH,TN,TN,976,National
6830,TN,IT,MILANO-ITALIE,MILANESE,20019,National
6831,TN,SA,SA AR,RIADH,13249,National
6832,TN,BR,BREZIL,BREZIL,24800001,National
6833,TN,SA,SOUDITE,JEDDA,23734,National
6834,TN,IT,ARAGONA  A4,VIA MADDALENA N 1,92021,National
6835,TN,IT,ARGONA ( A G),SOLIDALE VIA MODDALENA,92021,National
6836,TN,IT,ARAGONA AG,VIA MADDALENA N 1,92021,National
6837,TN,TN,BIR ALBAI,HAMMEM CHAT,2055,National
6838,TN,OM,SALANT D OMAN,SALATANT D OMAN,0132,National
6839,TN,AT,AUSTINA,LEANDING,4060,National
6840,TN,TN,OUERGHECH,OUERGHECH,8161,National
6841,TN,SA,SAOUDIAARABIE SAOUDITE,JEDDA,0000,National
6842,TN,OM,OMMEN,OMMEN,Inconnu,National
6843,TN,DE,WILHELMSHAVEN,WILHELMSHAVEN,26382,National
6844,TN,DE,AM MAIN GERMANY,FRANKFURT,60386,National
6845,TN,FR,FRANCER,PARIS,92340,National
6846,TN,TN,TOUZERR,TOUZER,2080,National
6847,TN,FR,VOIRON,VOIRONT,38500,National
6848,TN,FR,330758751209,LA CELLE SAINT-CLOUD,78170,National
6849,TN,IT,FOGGIA ITLIE,MEZZANONE MANFERDONIA,71040,National
6850,TN,KR,C S,C S,c s,National
6851,TN,GB,ENLAND,CITY HARLOW ESSEX,CM170GA,National
6852,TN,TR,4100,4100,4100,National
6853,TN,TN,4015,4015,4015,National
6854,TN,TN,516,5160,5160,National
6855,TN,TN,7013,BIZERTE,7013,National
6856,TN,TN,8154,JANDOUBA,8154,National
6857,TN,MA,SIDI MOULOUK CHARK,N 12 ELOUN,65450,National
6858,TN,MG,MG MADAGASCAR,DIANA NOSY BE,218,National
6859,TN,ES,ES-SPAIN,ALICANTE,03004,National
6860,TN,FR,NANTED,NANTES LA JOLIE,78200,National
6861,TN,SA,CODE POSTALE 13249/ 8214/N IMMEUBLE 3514,RUE ABED AZIZ BEN ISMAIL,cp211235458tn,National
6862,TN,CA,MONREAL CANADA,QCH2S 1 S 1 APPT 6,111111,National
6863,TN,CA,SAIT-EUSTACHE,CANADA,Inconnu,National
6864,TN,CA,QUEBEEC,LAVAL,2181,National
6865,TN,FR,ONVILLERS,PIRENNE,80500,National
6866,TN,FR,NORMANDIE,CONDE EN NORMANDIE,14110,National
6867,TN,AU,AU,VICTORIA,3036,National
6868,TN,TN,MEHD,PTT,51110,National
6869,TN,TN,QASSRINE,FOUCENA,1220,National
6870,TN,RU,LA RUSSE,CHEDRINA,398020,National
6871,TN,SA,210,210,210,National
6872,TN,TN,????????,????????,3100,National
6873,TN,TN,TU NIS,MOUROUJ,2074,National
6874,TN,IT,ILTALIE,ITALIE,38122,National
6875,TN,FR,FONTENAY LE FLEURY,4 ALLEE DE LA FRESNERIE,78330,National
6876,TN,FR,***,EVRY-COURCOURONNES,91000,National
6877,TN,TN,ELGOOLA,CITE IBN KHALDOUN,4234,National
6878,TN,TN,TOUEZUR,DGHACHE,2260,National
6879,TN,TN,GASRRINE,GASSRINE,1200,National
6880,TN,TN,TUNIS RP,TUNIS RP,1000,National
6881,TN,FR,RUEIL,RUEIL MAL MAISON,92500,National
6882,TN,TN,AWLED FARHAN,AWLED FARHAN,3100,National
6883,TN,RU,POCHTA,KVARTIRA 1,391300,National
6884,TN,QA,BUILDING NO 7,ZONE 51,111111,National
6885,TN,TN,MOUNESTIR,MOUNESTIR,5080,National
6886,TN,TN,KILIBIA,KILIBIA,8090,National
6887,TN,MA,ALGUINTRA,ALSAKNIYA,nemero 25,National
6888,TN,TN,BOUSSETA,BOUSSETA,4115,National
6889,TN,FR,LILLE  FRANCE,VILLE NEUVE D'ASCQ,59650,National
6890,TN,TN,LASSOUEDA,LASSOUEDA,9171,National
6891,TN,FR,TOURS  FRANCE,MONTABAZON,37250,National
6892,TN,FR,MONTBAZON,TCOSTINE,37250,National
6893,TN,SA,QUTAR,QATAR DAOUHA,57,National
6894,TN,FR,LUXEMBOURG,LUXEMBOURG,1940,National
6895,TN,CA,ITALIE,ITALIE,MO41013,National
6896,TN,TN,BENI KHADECHE,BENI KHDECHE,4110,National
6897,TN,DE,HUGELSTRA BE,GLADBECK,1040,National
6898,TN,GB,*,*,*,National
6899,TN,US,PHILADELPHIA,PHILADELPHIA,1931,National
6900,TN,TN,GAR DIMAA,GAR DIMAA,8160,National
6901,TN,DE,BAD SODEN ALLEMAGNE,BAD SODEN,65812,National
6902,TN,CA,..,..,999,National
6903,TN,AT,..,..,999,National
6904,TN,TN,BZERT,MENZEL BOURGUIBA,7000,National
6905,TN,EG,TUN,EGYPTE,252525,National
6906,TN,RU,....,99,99,National
6907,TN,ES,..,..,999,National
6908,TN,TN,ELMAZOUNA,ELMAZOUNA,9150,National
6909,TN,BE,BELGIE,LEBBEKE,9280,National
6910,TN,TN,MAN..,MANO...,1130,National
6911,TN,FR,SERRIES,SERRIES,77700,National
6912,TN,AE,...,DUBAI,999,National
6913,TN,AT,...,AUTRICHE,999,National
6914,TN,FR,SAINT IP PIZE,SAINT IP PIZE,43380,National
6915,TN,FR,TOULOUS,MENTAUTAN,82000,National
6916,TN,CA,QUEBAC,2P1 APP8,G1H,National
6917,TN,JO,AMAN,AL SOUFIA IMMEUBLE 5 B,010101,National
6918,TN,FR,ANTIBES,JUAN LES PINS,06160,National
6919,TN,FR,LORRAIN,MARTINIQUE,97214,National
6920,TN,QA,DOHA 46885,DOHA QUATAR AL SADD,39,National
6921,TN,FR,NANTES FRANCE,SAINT HERBLAIN,44800,National
6922,TN,US,LAKE WALES,USA,3231,National
6923,TN,AE,EMERATES,DUBAI LAND,1000,National
6924,TN,FR,....,FRANCE,92250,National
6925,TN,BH,INCONNU,BAHRAIN,Inconnu,National
6926,TN,TN,KÃBILI,KÃBILI,4200,National
6927,TN,SA,EJBIIL,ARABIE SAOUDITE RUE MALIK ABDALLAH,35513,National
6928,TN,DE,76571,76571,76571,National
6929,TN,TN,BEJJA,BEJA,9000,National
6930,TN,US,NEW JERSEY USA,JERSEY CITY,07302,National
6931,TN,KR,SEONGGEON DONG,GYEONGSANGSANGBUKDO,30326,National
6932,TN,SA,ARABIE SAOUADITE,ARABIE SAOUDITE,39261,National
6933,TN,IT,COMUNE MOIANO,VIA PONTE SAN NICOLA SNC FRAZIONE LUZZANO,082010,National
6934,TN,GB,GRANDE BRITAGNE,ENGLAND,Inconnu,National
6935,TN,TN,MATTEUR,MATTEUR,7030,National
6936,TN,ES,0,0,0,National
6937,TN,FR,CEDEX,TOURS,37321,National
6938,TN,SA,ELKACIM,ELKACIM,1445,National
6939,TN,SA,HAEL HAEL,APP TOURESTIQUE,1000,National
6940,TN,FR,AFFORT  FRANCE,AFFORT  ILLE,94140,National
6941,TN,TR,ZEYETIN BURNU,ISTANBUL TOPKAPI ZEYTINBURNU,34010,National
6942,TN,TN,NRFZA,NEFZA,9011,National
6943,TN,TR,BEYKOZ ISTANBUL,RUE RUHI ESMER NUM 5 CODE POSTAL 34810,cp211235118tn,National
6944,TN,EG,FAYOM,FACULTE DAR EL OULOUM,Inconnu,National
6945,TN,SA,TABUK47311,SULTANA DIST,1,National
6946,TN,DE,DIEPHOZ,DIEPHOZ,49356,National
6947,TN,TN,MANZEL HARB,MANZEL HARB,5036,National
6948,TN,HK,HONG KONF,CENTRAL HONG KONG,Inconnu,National
6949,TN,TN,4167,TRIK BENI KHEDECH,9000,National
6950,TN,CA,MONELIER,QUEBEC,4530,National
6951,TN,CH,BULLE,BULLE,1630,National
6952,TN,SA,REGIO CHARKIA,REGION CHARKIA ELKHABAR,34427,National
6953,TN,FR,BANEUX,RUE DES MEUNERS,92220,National
6954,TN,DE,CILCHING ALLMAGNE,GILCHING,82205,National
6955,TN,DE,2238,2238,2238,National
6956,TN,FR,31100,31100,31100,National
6957,TN,US,PHILADELFIA,PA,19148,National
6958,TN,DE,BERLIN ALLEMAGNE,APP 181,12249,National
6959,TN,FR,AVAN,FNTAINE BLEU,77300,National
6960,TN,OM,SALTANA OMAN,SALTANA OMAN,111,National
6961,TN,IT,ITALIY,BATITPGLIA (SA),48,National
6962,TN,TN,KLK,KJKLJ,JKKJ,National
6963,TN,HU,EGER,UTCA2,3300,National
6964,TN,TN,4176,HDADA,4176,National
6965,TN,US,C A USA,C A USA,95128,National
6966,TN,SA,CITE  TESSRIF,AV OMAR IBN ABDELAZIZ,Inconnu,National
6967,TN,IT,POLOGNE,LA LUNA ROSSA,4907,National
6968,TN,FR,SAINT-GILLES FRANCE,LOTISSEMENT LES TAMARIS,30800,National
6969,TN,CH,..,..,..,National
6970,TN,QA,AIN KHALED,OM SNIM,523,National
6971,TN,FR,LES METZ,MAIZIERES,57280,National
6972,TN,GB,NW104 UR,LONDON,cp300320060tn,National
6973,TN,GB,BEN AROUS,HAMEM LENF,cp300320087tn,National
6974,TN,OM,????? ????,?????? ???? ??????? ????? ??? ?????? ???????,319,National
6975,TN,BH,BARAINE,BOUKWARA,919,National
6976,TN,TN,SIDI ALOUEN,SIDI ALOUEN,5190,National
6977,TN,OM,SOTANAT OMAN,SOTTANT OMAN,Inconnu,National
6978,TN,DE,BERLINER STADMISSION,BERLINE,Inconnu,National
6979,TN,TR,ANKARA TURQUI,17-ABLOKN 3,17-ABLOKN 03,National
6980,TN,TN,BENGARDAN,BEN GARDAN,4160,National
6981,TN,TN,TUNSS,ZAGWEN,1000,National
6982,TN,US,USA10461,BRONX  NEW  YORK,10461,National
6983,TN,OM,WAKIBA,OMEN SAHAR,1200,National
6984,TN,US,UNITED  STATES AMERICAINE,BRONX NEW  YORK,10461,National
6985,TN,US,NEW  YORK  USA,BRONX,10461,National
6986,TN,FR,CORSE,BASTIA,20600,National
6987,TN,AE,EMATTE ARABIA,APPART 311,10000,National
6988,TN,FR,FARVERS,FARVERS,74210,National
6989,TN,IT,VENEZIA ITALIE,SAMBRUSSON,30031,National
6990,TN,OM,SALTANATOMAN,SALMTANAT OMAN,Inconnu,National
6991,TN,TN,GSOUR SEF,GSOUER SEF,4000,National
6992,TN,TN,SIDI HASSIN,TUNIS,1095,National
6993,TN,SA,ARABIE SAOUDITEI,KHOUBAR,34446,National
6994,TN,TN,ESSANAD,ESSANAD,2190,National
6995,TN,TN,KEBILII,FAWA,6100,National
6996,TN,IT,MONTE GRAPPA N 9,(LO) IN VIA,Inconnu,National
6997,TN,IT,MONTE GRAPPA,IN VIA N 9,Inconnu,National
6998,TN,KR,SOUTH COREE,SOUTH COREA,408,National
6999,TN,AE,IMERAT ARABE,IM,doubai,National
7000,TN,IT,POLONIAITALIA,DIMARIZA 12,40133,National
7001,TN,GB,ENGLEND,MANCHESTER,ol113qh,National
7002,TN,TN,SFAX 22582660,MHERZA,3000,National
7003,TN,FR,BERNAY EN CHAMPAGNE,BERNAY EN CHAMPAGNE,72240,National
7004,TN,TN,OUED ELLIL MANOUBA,CITE SAADA,2021,National
7005,TN,QA,BOUMERDES,QATAR,Inconnu,National
7006,TN,TN,EL MOUNESTIR,KHENIS,5011,National
7007,TN,TN,MANZELBOURGUIBA,RUE KHAIREDINE,7050,National
7008,TN,IT,ROMA -RIM ITALY,VIA DI VALLERANELLO,9900128,National
7009,TN,OM,SALTANAT  OMAN,INCONNU,Inconnu,National
7010,TN,TN,OUSSELTIA,OUSSELTIA,3120,National
7011,TN,RU,ULISTSA KUCHURY,PYATIGORSK,20,National
7012,TN,OM,AMANE,SULTAET AMANE,Inconnu,National
7013,TN,SA,EL DAMMAM,EL DAMMAM,Inconnu,National
7014,TN,DE,HAMBURG DEUTSCHLAND,HAMBURG,22297,National
7015,TN,FR,SRSEULLES,COLOMBIERS,14480,National
7016,TN,IT,LURATE CACCIVIO,LURATE CACCIVIO,22075,National
7017,TN,FR,AMIENS,BAILLY BATIMENT C,80480,National
7018,TN,FR,BOBIGNY,BOBIGNY,93000,National
7019,TN,TR,D3. FATHIH/ ISTANBUL,CAD.TAYAREECE ORHAN SOK.IMAMBALIDE SOK NO16,0000,National
7020,TN,DE,MUNCHEN GERMANY,MARKTOBERDORF,87616,National
7021,TN,GB,UNITED KINGDON,UNITED KINGODON,BLEUBOULLTON,National
7022,TN,TN,MENISTE,MENISTEUR,5020,National
7023,TN,IT,57036 ITALIA,PORTE AZZURRO LIVORNO,CP021025498TN,National
7024,TN,TN,TEL.23923590,ELMAHDIYA,5100,National
7025,TN,RU,OZERSK,OBLAST DE TCHELIAFINSK,456790,National
7026,TN,RU,SERASTOPOL,INCONNU,299007,National
7027,TN,RU,REGION DE NOVOSIBIRSK,VILLAGE DE BREGOVOE,630527,National
7028,TN,RU,GROZNY,RUSSIE DISTRICT D AKHMETORV RUE MOZDOKSKAYA 13 APP 8,364020,National
7029,TN,DE,DEUTSHCLAND,HEINSBERG,52525,National
7030,TN,QA,QATRA,DDD,DOHA,National
7031,TN,IT,BAGNOLO INPIANO REGGIO EMILIA ITALIA 393336052371,NILDE VIA VALLI 32,42011,National
7032,TN,TN,4237,4237,4237,National
7033,TN,TN,M FERSI,MENZEL FERSI,5024,National
7034,TN,TR,MERSIN 10,TURKIE,99040,National
7035,TN,TN,MNARA,MNARA,5076,National
7036,TN,TN,JERSIN,KBELLI,4263,National
7037,TN,TR,TURQUE,ISTANBUL,34742,National
7038,TN,KW,..,..,99,National
7039,TN,TN,BOUHYALA,BOUHYALA,3180,National
7040,TN,KR,SAEGU SOUTH KOREAN,"NONGONGEUP, DALSEONG-GUN",42978,National
7041,TN,CH,AUSFLUGSGEBIET,AUSFLUGSGEBIET,6417,National
7042,TN,SA,AL MALQA,DAHNAA,685,National
7043,TN,SA,A SAOUDI,JEDDA,1111,National
7044,TN,KR,TN,TN,1000,National
7045,TN,TN,DOUALY,INCONNU,2143,National
7046,TN,TR,ZONGULDAK,KOZLU,67600,National
7047,TN,JP,NUMAZU,CITY ONO 317-1,CP,National
7048,TN,OM,SOLTANT D.OMAN,SALELA,211,National
7049,TN,AE,EMIRAT ARABES UNIS,VILLA59 BACK OF GRAND STORE ALKHALIDYA,Inconnu,National
7050,TN,MA,WEJDA,HEDIL,Inconnu,National
7051,TN,FR,AUVERGNE,MARCILLY LE CHATEL,42130,National
7052,TN,TN,EDANDEN,CITE BAYRAM EDANDAN,2111,National
7053,TN,EG,FATMA EZZAHRA,SALEM 2,11825,National
7054,TN,ES,ANDALUCIA,JAEN,23003,National
7055,TN,TN,TEL/90507001,BENZART,7000,National
7056,TN,CA,QUEBEC-CANADA,LAVAL,Inconnu,National
7057,TN,IT,BARI,VALENZANO,70010,National
7058,TN,TN,AIN ESSOBH,AIN ESSOBH,8112,National
7059,TN,QA,COUNTRY QATAR,COUNTRY QATAR,0,National
7060,TN,AE,DBAI,BUBAI,00000,National
7061,TN,ES,TN,TN,46011,National
7062,TN,FR,LONGUEAU,LONGUEAU,80330,National
7063,TN,FR,HONDELANGE,H,5300,National
7064,TN,TN,MEKNINE,MEKNINE,4000,National
7065,TN,GB,SHIEFFIELD,ROTHERDAM,5652NJ,National
7066,TN,VN,VIET NAM,VIET NAM,240,National
7067,TN,FR,BESONCON 0025,BESONCON 0025,2500,National
7068,TN,FR,KKJHSDHHD,HHHHH,72000,National
7069,TN,TN,TEL;98662347,ELMAHDIYA,5100,National
7070,TN,CH,TN,TN,5600,National
7071,TN,TR,OTEL TURQUI,ANTALYA LARA BARUT COLLECTION,7230,National
7072,TN,RU,NIZHEGORODSKAYA OBLAST,AZZAMAS,607228,National
7073,TN,US,98664,VANCOUVER,98664,National
7074,TN,UY,USA,PLANO,75023,National
7075,TN,RU,UK,LONDON,2HA7AB,National
7076,TN,US,UDA,SANTER SC,Inconnu,National
7077,TN,US,MI,BLOOMFIELD,4820,National
7078,TN,US,AZ,MARANA,7760,National
7079,TN,EG,M,M,0000,National
7080,TN,TN,OTIC,ZHANA,7060,National
7081,TN,GB,ABERDEEN SCOTLAND,JASMINE TERRACE,68,National
7082,TN,MA,ERRACHIDIA,HAY AZMOUR JADID R3NR58,1000,National
7083,TN,IT,ILATIE,ITALIA,66050 san salvo,National
7084,TN,DE,BUCHENWEG,BUCHENWEG,63179,National
7085,TN,AE,EMIRATE ARAB,ABOU DHABY,XXXXX,National
7086,TN,MA,TALMEST,ESSAOUIRA,44150,National
7087,TN,BH,EL BAHRAYN,EL BAHRAYN,454,National
7088,TN,TN,TEL;29455176,JELMA,9110,National
7089,TN,TN,TEL.97184466,KASRINNE,1200,National
7090,TN,TN,TEL.96078511,ERGAB,9170,National
7091,TN,TN,TEL.99502180,ELHAMMA,6020,National
7092,TN,FR,FFFF,FFF,500000,National
7093,TN,DZ,ALLEGERIE,CHRAGA,16014,National
7094,TN,FR,VICHY,03200,Inconnu,National
7095,TN,TN,SD BZD,SD B ZID,9140,National
7096,TN,TN,BZD,SD BZD,1000,National
7097,TN,FR,59000 LILLE,118 RUE D'LENA,Inconnu,National
7098,TN,SA,ARABI SAUDITE,ARABI SAAUDITE,Inconnu,National
7099,TN,FR,ABBEVILLE,APP5,80100,National
7100,TN,CA,QEEVEC,MONTREAL,41250,National
7101,TN,IT,CAPOO,ROMANCE,189,National
7102,TN,DZ,ALJERIE,SKIKDA,21007,National
7103,TN,TN,KHASSRINE,SBIBA,1270,National
7104,TN,FR,BOMPOS,BOMPOS,66430,National
7105,TN,HU,HONGRY,BUDAPEST,1072,National
7106,TN,AU,KINGSTON,KINGSTON,2604,National
7107,TN,TN,TEL29351523,MKTHAR,6140,National
7108,TN,TN,YTUN,TUN,1120,National
7109,TN,BE,SINT NIKLAAS,SINT NIKLAAS,499100,National
7110,TN,RU,NIJNI NOVOOROD,RUSSIA,603003,National
7111,TN,TN,TAFLOUN,TAFLOUN,8071,National
7112,TN,CM,INCONNU,CANADA,2X1Y1Y7,National
7113,TN,TN,4234,3234,4234,National
7114,TN,TN,MOHAMDIA,1145,1145,National
7115,TN,IT,ROME,ROME,ROME,National
7116,TN,US,BURLINGTON,BURLINGTON NC,27216-2170,National
7117,TN,OM,SALTANANT DOMAN,ROSTEK,CP,National
7118,TN,FR,HAUTE GARONNE FRANCE,VILLENEUVE TOLOSANE,31270,National
7119,TN,GB,BRUTANI,UNITED KINGDOM,np237rt,National
7120,TN,US,HERNDON,FLORIDA,20170,National
7121,TN,FR,SUR YVETTE,GF,91190,National
7122,TN,SA,EDDAMMAM,AVENUE OTHMEN IBN AFFAN CITE ENNAZAA,111111,National
7123,TN,AE,ABU DHABI UNITED ARAB EMIRATES,BLOCK BP.O,box7050,National
7124,TN,TN,10 ROSSRTT HOUSE,WALKER STREET,N5Z 1J3,National
7125,TN,SA,YOUNBAA,JABIRIA,jabiria,National
7126,TN,SA,JABIRIA,INCONNU,jabiria,National
7127,TN,KR,GYEONGSANGBUK-DO,GYEONGJU,Inconnu,National
7128,TN,FR,PLISIR,PLAISIR,78370,National
7129,TN,TN,CITE GHEZLA,CITE GHEZLA,2083,National
7130,TN,FR,NOGENT,RUE CHARLES DE GAULLE,94130,National
7131,TN,TN,ZOGHOUAN,ZOGHOUAN,10000,National
7132,TN,TR,TR,TER,1000,National
7133,TN,TR,EZMIR,QUARTIER DONANMACI KARZIYAKA,Inconnu,National
7134,TN,KW,...,...,999,National
7135,TN,QA,ESSOD DAOUHA,APP 9,Inconnu,National
7136,TN,CA,QUB2C,AVENUE DE NORVEA,615,National
7137,TN,FR,LESLYS,DAMMARIE,77190,National
7138,TN,MA,LAAYOUN,LAAYOUN,70000,National
7139,TN,KR,CORIE SUD,CORIE SUD,302,National
7140,TN,TR,TURKEY AVCI GLOBAL,PO 34490 BASAKSEHIR ISTAMBUL - TURKEY,Inconnu,National
7141,TN,FR,CHALOIN EN CHAMPAGNE,CHALON EN CHAMPAGNE,51000,National
7142,TN,FR,CORBEILESSONNES,PARIS,91100,National
7143,TN,FR,MANTES JOLIE,INCONNU,78200,National
7144,TN,IT,FORTE SAN GIACOMO,PORTO AZZURRO,57036,National
7145,TN,TN,MEDNUINE,HARBOUB,4100,National
7146,TN,RU,MOSKOW,CHSOVAYA,125315,National
7147,TN,TN,EIN DRAHEM,BABOUCH,8121,National
7148,TN,SA,ARABI SOUADI,SAOUDI,4430,National
7149,TN,TR,ANKARA TURKIYE,DIPLOMATIK ALANI ORAN SITESI ÃANKAYA,06000,National
7150,TN,SA,SAOUDITE ARABIC,SA,24432,National
7151,TN,FR,VAUREAL,VAUREAL,95490,National
7152,TN,SA,EL KHARJ,ARABIE SAOUDITE,8415,National
7153,TN,TN,BENZARTE,BENZARTE,7000,National
7154,TN,TN,MANZEL MHIRI,MANZEL MHIRI,3114,National
7155,TN,TN,ZAOIUANE,HAMMAM ZRIBA,1152,National
7156,TN,US,TOMPO FLORIDA,SAINT PETERS BURG FL,33702,National
7157,TN,TN,TEL;55075629,TOZEUR,2241,National
7158,TN,TN,TEL;26231263,NABUL,8010,National
7159,TN,FR,BOURGOGNE,CHLON SUR SAONE,71100,National
7160,TN,SA,ARABIA SAUDIE,ABOU ARICH,84719,National
7161,TN,IT,MICHELANGELO,COMUNE DICAPRESE,267,National
7162,TN,TN,MDHIILLAH,MDHILLAH,2170,National
7163,TN,TN,NABEUR,NABEUL,8011,National
7164,TN,SA,AL RIADH,ASSOULAYMANIA,12243,National
7165,TN,FR,LLLL,LLL,42153,National
7166,TN,TN,BLIDET,BLIDET,4243,National
7167,TN,FR,OISSAL ROUEN,ESCALIER 01 APP 03OISSAL ROUEN,76350,National
7168,TN,DE,GRUNWETTERSBACH,KARLSRUHE,76228,National
7169,TN,FR,ST CHAMOND,ST CHAMOND,42400,National
7170,TN,FR,OMAN,OMAN,611,National
7171,TN,DE,TUNNN,TUN,13469,National
7172,TN,AE,3 APPT 317 DUBAI,HLRESIDENCY 2 FLOOR,111111,National
7173,TN,FR,MAERES,LTS GASTON FEBUS,09270,National
7174,TN,IT,URBINO,PESARO,61122,National
7175,TN,BE,BERLGIQUE,BELGIQUE,2100,National
7176,TN,TN,BANNAN,BANNAN,5025,National
7177,TN,TN,OUTIK,OUTIK,7060,National
7178,TN,IT,PACHINO SR,BRANCATI 46,96018,National
7179,TN,CA,12200,CANADA,0000,National
7180,TN,FI,FILAND,FILAND,7070,National
7181,TN,TN,DOUHA,DAOUHA,rr458269070tn,National
7182,TN,TN,SAWEF,SAWEF,2050,National
7183,TN,FR,PIERRELATTE,PIERRELATTE,26700,National
7184,TN,TN,WAD MALIZE,JANDOUBA,8100,National
7185,TN,FR,G,G,33170,National
7186,TN,GB,ROYAUME UNIE,REIGATE,RH2 7RH,National
7187,TN,GB,ROYAUME UNIES,NOTTINGHAM,NG71AE,National
7188,TN,GB,GLASGOW  ROYAUNE UNIES,CFOTAMIE,g630fb,National
7189,TN,SA,MOKNINE,MOKNINE,0000,National
7190,TN,TN,MEHDEIA,MEHDIA,5125,National
7191,TN,FR,MASSY,MASSY,91300,National
7192,TN,TN,BOUARAD,BOUARADA,6180,National
7193,TN,TN,MOURNAGIA,MOURNAGIA,2074,National
7194,TN,AE,AL BARSHA  DUBAI,JUMEIRAH VILLAGE CIRCLE,450450,National
7195,TN,GB,ENGLIND,SN102SH,102,National
7196,TN,DZ,SKIKDA,ALGER,0000,National
7197,TN,FR,ST JULIEN DE CONCELLES,ST JULIENT DE CONCELLES,44450,National
7198,TN,ES,LA RIOJO,ARMEDO,26580,National
7199,TN,FR,CARCASSONNE,ROUTE MINERVOISE,11000,National
7200,TN,CA,JOK3AO CANADA,STE MELANIE,3103E,National
7201,TN,CA,QUEBEC /MONTREAL,MONTREAL,h 1 t 1 c 4,National
7202,TN,TN,4131,HESSI AMOR,4131,National
7203,TN,IT,AQUILA,L,67100,National
7204,TN,TN,4246,4246,4264,National
7205,TN,TN,8082,8082,8082,National
7206,TN,TN,BARDOO,BARDOO,2000,National
7207,TN,TN,3062,3062,3062,National
7208,TN,AT,NEMSSA.AUTRICHE,WIEN,1170,National
7209,TN,IN,INCONNU,INDE INDE,124109,National
7210,TN,DE,ALLEMAGNA,FRHURHAUSER,45144,National
7211,TN,SA,AL AHSSAA SAOUDI ARABIA,ALMABRAZ,36428,National
7212,TN,TN,GAFSAFSA,GAFSA,2190,National
7213,TN,US,FR,FR,FR,National
7214,TN,DK,DANMARK,DANMARK,2100,National
7215,TN,TN,2140,2140,2140,National
7216,TN,TN,KALAAT SENEN,KALAAT SENEN,7130,National
7217,TN,BE,SAINT LORENT,SAINT LORENT,5070,National
7218,TN,DE,AMMAIN,HOHENROTH,97737,National
7219,TN,SA,JIDDA,CITE RIHAB,23343,National
7220,TN,SY,DAMAS,LA GARRE,1,National
7221,TN,TN,JAEBA,JAERBA,4146,National
7222,TN,IT,AGREGENTO,FONTANELLE,92100,National
7223,TN,AE,EMARATE ARABIE UNITED,EL AIN,Inconnu,National
7224,TN,IT,CASERTA ITALIE,VOLTURNO PROVINCIA,81030,National
7225,TN,US,KISSIMEE,631 CHATHAM CIR,347465188,National
7226,TN,FR,PIOLENC,FRANCE,84420,National
7227,TN,TN,ELKASRINNE,ELKASRINNE,9113,National
7228,TN,TR,TEKIRDAG,PERINTOS CADDESI N 39,111111,National
7229,TN,SA,KASSIM KSA,KASSIM,1445,National
7230,TN,IT,85030,85030,85030,National
7231,TN,CA,CABADA,CANADA,K2J0V4,National
7232,TN,DE,ALEEMAGNE,GOTTINGEN,7137081,National
7233,TN,GB,KEYNES MK 137PP,HEELANDS MILTON,11111,National
7234,TN,AE,BUBAI,DUBAI,Inconnu,National
7235,TN,TN,EL  HAMMA,ELHAMMA,6020,National
7236,TN,FR,CEDEX 9,CEDEX,37321,National
7237,TN,US,UNITES STATE,USA,90802,National
7238,TN,AE,SHARIJAH,BILLDING,311,National
7239,TN,TN,BOUHLEL,BOUHLEL,2263,National
7240,TN,AE,RAS ELKHAYMA,RAS ELKHAYMA,1000000,National
7241,TN,DE,ALLEMNE,KONBACH,34497,National
7242,TN,TN,MEDINI,MEDENIN,4100,National
7243,TN,TN,GASREN,GASREN,1200,National
7244,TN,TN,MENZZEL CHAKER,SFAX,3000,National
7245,TN,FR,GROSE,PRUNELLI DI FIUMORBO,20243,National
7246,TN,TN,00000000000000000000,TUNIS,tunis,National
7247,TN,FR,CONFLANS SAINTE HONORINE,C . S . N,78700,National
