bureau_id,gouvernorat,type_bureau,nb_colis,ca_total,poids_moyen,montant_moyen,nb_annees_actif,nb_mois_actif,nb_intl,nb_ems_n,nb_rpp_i,nb_normal,premiere_annee,derniere_annee,taux_intl,taux_ems_n,taux_rpp_i,taux_normal,ca_par_colis,activite,cluster,segment
613,Ariana,Bureau,36,1031.4,1.6290277777777775,28.650000000000002,2,12,7,15,4,14,2024,2025,0.19444444444444445,0.4166666666666667,0.1111111111111111,0.3888888888888889,28.650000000000002,1.0,0,Bureaux express nationaux standards
614,Médenine,Bureau,259,2676.9,0.4761274131274136,10.335521235521236,3,12,34,101,14,124,2024,2026,0.13127413127413126,0.38996138996138996,0.05405405405405406,0.47876447876447875,10.335521235521236,1.0,0,Bureaux express nationaux standards
615,Tataouine,Bureau,130,1311.2,0.6199615384615385,10.086153846153847,3,12,11,76,8,43,2024,2026,0.08461538461538462,0.5846153846153846,0.06153846153846154,0.33076923076923076,10.086153846153847,1.0,0,Bureaux express nationaux standards
616,Ariana,Bureau,393,4186.5,0.0785801526717558,10.65267175572519,3,12,57,332,57,4,2024,2026,0.1450381679389313,0.8447837150127226,0.1450381679389313,0.010178117048346057,10.65267175572519,1.0,0,Bureaux express nationaux standards
617,Tataouine,Bureau,215,2645.5,3.29746511627907,12.304651162790698,3,12,22,168,17,25,2024,2026,0.10232558139534884,0.7813953488372093,0.07906976744186046,0.11627906976744186,12.304651162790698,1.0,0,Bureaux express nationaux standards
620,Médenine,Bureau,103,837.4000000000001,2.2601262135922324,8.130097087378642,3,12,8,54,0,41,2024,2026,0.07766990291262135,0.5242718446601942,0.0,0.39805825242718446,8.130097087378642,1.0,0,Bureaux express nationaux standards
623,Sfax,Bureau,410,4019.0,0.4481317073170713,9.802439024390244,3,12,13,388,13,9,2024,2026,0.03170731707317073,0.9463414634146341,0.03170731707317073,0.02195121951219512,9.802439024390244,1.0,0,Bureaux express nationaux standards
624,Gabès,Bureau,283,7508.599999999999,2.4073568904593623,26.5321554770318,3,12,17,168,17,98,2024,2026,0.06007067137809187,0.5936395759717314,0.06007067137809187,0.3462897526501767,26.5321554770318,1.0,0,Bureaux express nationaux standards
625,Ariana,Bureau,487,12993.0,1.6976878850102664,26.679671457905545,2,12,83,160,83,244,2025,2026,0.1704312114989733,0.32854209445585214,0.1704312114989733,0.5010266940451745,26.679671457905545,1.0,1,Bureaux internationaux premium
626,Tataouine,Bureau,116,3600.7000000000003,2.9947327586206898,31.040517241379312,2,10,27,49,27,40,2025,2026,0.23275862068965517,0.4224137931034483,0.23275862068965517,0.3448275862068966,31.040517241379312,0.8333333333333334,1,Bureaux internationaux premium
627,Tunis,Bureau,331,7476.4000000000015,1.1341057401812702,22.587311178247738,1,5,78,171,78,82,2025,2025,0.23564954682779457,0.5166163141993958,0.23564954682779457,0.24773413897280966,22.587311178247738,0.4166666666666667,3,Grandes agences express saturées
628,Tunis,Bureau,84,1059.1000000000001,1.1632619047619046,12.608333333333334,2,9,8,19,6,57,2025,2026,0.09523809523809523,0.2261904761904762,0.07142857142857142,0.6785714285714286,12.608333333333334,0.75,2,Bureaux colis normaux
629,Monastir,Bureau,1519,41761.899999999994,1.9281626069782776,27.493021724818956,2,10,192,1030,192,297,2025,2026,0.12639894667544438,0.6780776826859776,0.12639894667544438,0.19552337063857803,27.493021724818956,0.8333333333333334,0,Bureaux express nationaux standards
630,Tataouine,Bureau,112,682.5,0.13634821428571423,6.09375,2,12,0,8,0,104,2025,2026,0.0,0.07142857142857142,0.0,0.9285714285714286,6.09375,1.0,2,Bureaux colis normaux
631,Kasserine,Bureau,341,3516.3,1.3641818181818175,10.311730205278593,3,12,26,310,26,5,2024,2026,0.07624633431085044,0.9090909090909091,0.07624633431085044,0.01466275659824047,10.311730205278593,1.0,0,Bureaux express nationaux standards
632,Kébili,Bureau,48,273.5,0.39356249999999987,5.697916666666667,3,11,0,47,0,1,2024,2026,0.0,0.9791666666666666,0.0,0.020833333333333332,5.697916666666667,0.9166666666666666,0,Bureaux express nationaux standards
633,Monastir,Bureau,60,836.7,0.4579999999999999,13.945,3,12,8,49,8,3,2024,2026,0.13333333333333333,0.8166666666666667,0.13333333333333333,0.05,13.945,1.0,0,Bureaux express nationaux standards
634,Sfax,Bureau,88,1883.2,0.2720113636363635,21.400000000000002,1,5,17,69,17,2,2026,2026,0.19318181818181818,0.7840909090909091,0.19318181818181818,0.022727272727272728,21.400000000000002,0.4166666666666667,3,Grandes agences express saturées
635,Tunis,Bureau,49,2845.0,1.2404285714285717,58.06122448979592,3,11,42,7,42,0,2024,2026,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.0,58.06122448979592,0.9166666666666666,1,Bureaux internationaux premium
636,Médenine,Bureau,40,430.0,0.13862499999999991,10.75,2,9,6,34,6,0,2024,2025,0.15,0.85,0.15,0.0,10.75,0.75,3,Grandes agences express saturées
637,Sousse,Bureau,847,6075.0,0.5445926800472248,7.1723730814639906,3,12,21,826,21,0,2024,2026,0.024793388429752067,0.9752066115702479,0.024793388429752067,0.0,7.1723730814639906,1.0,0,Bureaux express nationaux standards
638,Kasserine,Bureau,24,159.0,0.12941666666666662,6.625,2,10,2,22,0,0,2024,2025,0.08333333333333333,0.9166666666666666,0.0,0.0,6.625,0.8333333333333334,3,Grandes agences express saturées
639,Médenine,Bureau,75,526.0,0.3351066666666666,7.013333333333334,3,10,3,72,2,0,2024,2026,0.04,0.96,0.02666666666666667,0.0,7.013333333333334,0.8333333333333334,3,Grandes agences express saturées
640,Kasserine,Bureau,19,129.0,0.10342105263157896,6.7894736842105265,3,7,1,18,1,0,2024,2026,0.05263157894736842,0.9473684210526315,0.05263157894736842,0.0,6.7894736842105265,0.5833333333333334,3,Grandes agences express saturées
642,Tunis,Agence,8597,58603.0,0.6506533674537678,6.816680237292078,2,10,40,8557,0,0,2025,2026,0.004652785855530999,0.995347214144469,0.0,0.0,6.816680237292078,0.8333333333333334,3,Grandes agences express saturées
643,Gabès,Agence,9939,54483.0,0.3396930274675521,5.48173860549351,2,10,1,9938,0,0,2025,2026,0.00010061374383740819,0.9998993862561626,0.0,0.0,5.48173860549351,0.8333333333333334,3,Grandes agences express saturées
644,Tunis,Agence,15208,82492.0,0.28698967648607215,5.424250394529195,2,9,4,15204,0,0,2025,2026,0.0002630194634402946,0.9997369805365597,0.0,0.0,5.424250394529195,0.75,3,Grandes agences express saturées
645,Siliana,Agence,10349,60542.0,0.45449821238769,5.850033819692724,2,10,6,10343,0,0,2025,2026,0.0005797661609817374,0.9994202338390182,0.0,0.0,5.850033819692724,0.8333333333333334,3,Grandes agences express saturées
646,Sfax,Agence,25210,148947.0,0.4119974613248897,5.908250694168981,2,10,64,25146,0,0,2025,2026,0.0025386751289170964,0.9974613248710829,0.0,0.0,5.908250694168981,0.8333333333333334,3,Grandes agences express saturées
647,Tunis,Agence,10672,75828.0,0.5818372376311675,7.105322338830585,2,10,133,10539,1,0,2025,2026,0.012462518740629685,0.9875374812593704,9.37031484257871e-05,0.0,7.105322338830585,0.8333333333333334,3,Grandes agences express saturées
648,Sidi Bouzid,Agence,6793,38076.0,0.3871444133666995,5.605181804799058,2,10,3,6790,0,0,2025,2026,0.00044163109082879436,0.9995583689091712,0.0,0.0,5.605181804799058,0.8333333333333334,3,Grandes agences express saturées
649,Sfax,Agence,10673,63209.0,0.4652374215309662,5.922327368125176,2,10,14,10659,0,0,2025,2026,0.00131172116555795,0.998688278834442,0.0,0.0,5.922327368125176,0.8333333333333334,3,Grandes agences express saturées
650,Gabès,Agence,9477,107278.0,0.7457307164714811,11.31982694945658,2,9,266,9211,0,0,2025,2026,0.02806795399387992,0.97193204600612,0.0,0.0,11.31982694945658,0.75,3,Grandes agences express saturées
651,Mahdia,Agence,4342,34255.0,0.7619760479041905,7.889221556886228,2,10,49,4293,0,0,2025,2026,0.011285122063565177,0.9887148779364349,0.0,0.0,7.889221556886228,0.8333333333333334,3,Grandes agences express saturées
652,Monastir,Agence,4171,24001.0,0.46225101894029724,5.754255574202829,2,9,2,4169,0,0,2025,2026,0.0004795013186286262,0.9995204986813714,0.0,0.0,5.754255574202829,0.75,3,Grandes agences express saturées
653,Tozeur,Agence,4484,38167.0,1.1094881801962786,8.511819803746654,2,10,79,4405,0,0,2025,2026,0.01761819803746655,0.9823818019625334,0.0,0.0,8.511819803746654,0.8333333333333334,3,Grandes agences express saturées
654,Tunis,Agence,3234,261842.0,2.6546833642548138,80.96536796536796,2,10,1827,1407,1585,0,2025,2026,0.564935064935065,0.43506493506493504,0.4901051329622758,0.0,80.96536796536796,0.8333333333333334,1,Bureaux internationaux premium
655,Jendouba,Agence,8702,51888.0,0.509879797747643,5.962767179958631,2,10,12,8690,2,0,2025,2026,0.001378993334865548,0.9986210066651344,0.00022983222247759135,0.0,5.962767179958631,0.8333333333333334,3,Grandes agences express saturées
657,Nabeul,Agence,6548,36859.0,0.3647299938912622,5.629047037263287,2,10,5,6543,0,0,2025,2026,0.0007635919364691509,0.9992364080635309,0.0,0.0,5.629047037263287,0.8333333333333334,3,Grandes agences express saturées
658,Béja,Agence,6848,44726.0,0.9124131133177656,6.53125,2,10,16,6832,0,0,2025,2026,0.002336448598130841,0.9976635514018691,0.0,0.0,6.53125,0.8333333333333334,3,Grandes agences express saturées
659,Bizerte,Agence,10724,81871.0,0.5959118798955786,7.634371503170459,2,10,72,10652,1,0,2025,2026,0.006713912719134651,0.9932860872808653,9.324878776575905e-05,0.0,7.634371503170459,0.8333333333333334,3,Grandes agences express saturées
661,Tunis,Agence,5632,41983.0,0.4193792613636331,7.4543678977272725,2,8,76,5556,0,0,2025,2026,0.013494318181818182,0.9865056818181818,0.0,0.0,7.4543678977272725,0.6666666666666666,3,Grandes agences express saturées
662,Sidi Bouzid,Agence,4231,22957.0,0.33063389269676363,5.425904041597731,2,10,1,4230,1,0,2025,2026,0.0002363507445048452,0.9997636492554951,0.0002363507445048452,0.0,5.425904041597731,0.8333333333333334,3,Grandes agences express saturées
663,Mahdia,Agence,4079,22512.0,0.3859730326060299,5.518999754841873,2,10,0,4079,0,0,2025,2026,0.0,1.0,0.0,0.0,5.518999754841873,0.8333333333333334,3,Grandes agences express saturées
664,Kairouan,Agence,8450,54600.0,0.3726480473372779,6.461538461538462,2,10,65,8385,0,0,2025,2026,0.007692307692307693,0.9923076923076923,0.0,0.0,6.461538461538462,0.8333333333333334,3,Grandes agences express saturées
665,Tunis,Agence,4501,42306.0,0.30058964674516464,9.399244612308376,2,10,112,4389,78,0,2025,2026,0.024883359253499222,0.9751166407465007,0.017329482337258388,0.0,9.399244612308376,0.8333333333333334,3,Grandes agences express saturées
666,Tunis,Agence,6087,62280.0,0.6185482175127353,10.23164120256284,2,10,162,5925,0,0,2025,2026,0.02661409561360276,0.9733859043863973,0.0,0.0,10.23164120256284,0.8333333333333334,3,Grandes agences express saturées
667,Tataouine,Agence,1663,10212.0,0.8028622970535165,6.140709561034275,2,9,0,1663,0,0,2025,2026,0.0,1.0,0.0,0.0,6.140709561034275,0.75,3,Grandes agences express saturées
669,Tunis,Agence,669,8153.0,0.8340807174887913,12.186846038863976,2,9,37,632,0,0,2025,2026,0.05530642750373692,0.9446935724962631,0.0,0.0,12.186846038863976,0.75,3,Grandes agences express saturées
670,Tunis,Agence,1340,7585.0,0.37814850746268625,5.66044776119403,2,9,0,1340,0,0,2025,2026,0.0,1.0,0.0,0.0,5.66044776119403,0.75,3,Grandes agences express saturées
671,Zaghouan,Agence,4536,34265.0,0.6475947971781313,7.554012345679013,2,9,74,4462,2,0,2025,2026,0.016313932980599646,0.9836860670194003,0.0004409171075837742,0.0,7.554012345679013,0.75,3,Grandes agences express saturées
672,Tabarka,Agence,1451,10030.0,0.5589338387319066,6.912474155754652,2,10,9,1442,0,0,2025,2026,0.006202618883528601,0.9937973811164714,0.0,0.0,6.912474155754652,0.8333333333333334,3,Grandes agences express saturées
674,Tunis,Bureau,21,121.0,0.5306190476190478,5.761904761904762,2,9,0,21,0,0,2025,2026,0.0,1.0,0.0,0.0,5.761904761904762,0.75,3,Grandes agences express saturées
