bureau_id,gouvernorat,type_bureau,nb_colis,ca_total,poids_moyen,montant_moyen,nb_annees_actif,nb_mois_actif,nb_intl,nb_ems_n,nb_rpp_i,nb_normal,premiere_annee,derniere_annee,taux_intl,taux_ems_n,taux_rpp_i,taux_normal,ca_par_colis,activite,cluster,segment
366,Sousse,Bureau,4935,73104.1999999999,4.307721864235046,14.813414387031386,4,12,484,1737,306,2714,2023,2026,0.09807497467071935,0.3519756838905775,0.06200607902735562,0.5499493414387031,14.813414387031386,1.0,2,Bureaux colis normaux
367,Sfax,Bureau,267,3380.1,1.3317415730337074,12.659550561797753,4,12,26,159,7,83,2023,2026,0.09737827715355805,0.5955056179775281,0.026217228464419477,0.31086142322097376,12.659550561797753,1.0,0,Bureaux express nationaux standards
368,Ariana,Bureau,476,10351.449999999999,1.3906836134453764,21.74674369747899,4,12,68,141,56,267,2023,2026,0.14285714285714285,0.296218487394958,0.11764705882352941,0.5609243697478992,21.74674369747899,1.0,2,Bureaux colis normaux
369,Sousse,Bureau,396,11227.5,2.617401515151514,28.352272727272727,4,12,41,183,35,172,2023,2026,0.10353535353535354,0.4621212121212121,0.08838383838383838,0.43434343434343436,28.352272727272727,1.0,0,Bureaux express nationaux standards
370,Sousse,Bureau,565,6325.400000000006,0.913541238938052,11.195398230088506,4,12,44,364,41,157,2023,2026,0.07787610619469026,0.6442477876106195,0.07256637168141593,0.2778761061946903,11.195398230088506,1.0,0,Bureaux express nationaux standards
371,Sfax,Bureau,1084,20427.499999999996,0.9370535055350545,18.84455719557195,4,12,183,788,179,113,2023,2026,0.1688191881918819,0.7269372693726938,0.16512915129151293,0.10424354243542436,18.84455719557195,1.0,0,Bureaux express nationaux standards
372,Kairouan,Bureau,383,4344.6,1.089783289817231,11.34360313315927,4,12,6,334,6,43,2023,2026,0.015665796344647518,0.8720626631853786,0.015665796344647518,0.1122715404699739,11.34360313315927,1.0,0,Bureaux express nationaux standards
373,Gabès,Bureau,54,349.75,2.8257592592592604,6.476851851851852,4,12,1,38,1,15,2023,2026,0.018518518518518517,0.7037037037037037,0.018518518518518517,0.2777777777777778,6.476851851851852,1.0,0,Bureaux express nationaux standards
374,Tunis,Bureau,236,8048.400000000001,2.348423728813559,34.103389830508476,4,12,21,14,21,201,2023,2026,0.08898305084745763,0.059322033898305086,0.08898305084745763,0.8516949152542372,34.103389830508476,1.0,2,Bureaux colis normaux
375,Gafsa,Bureau,608,5653.699999999998,2.8873207236842062,9.298848684210522,4,12,11,159,2,438,2023,2026,0.018092105263157895,0.26151315789473684,0.003289473684210526,0.7203947368421053,9.298848684210522,1.0,2,Bureaux colis normaux
376,Sfax,Bureau,55,715.5999999999999,1.0212181818181818,13.01090909090909,4,11,8,2,8,45,2023,2026,0.14545454545454545,0.03636363636363636,0.14545454545454545,0.8181818181818182,13.01090909090909,0.9166666666666666,2,Bureaux colis normaux
377,Sousse,Bureau,763,9802.75,0.8322099672345992,12.847640891218873,4,12,2,2,1,759,2023,2026,0.002621231979030144,0.002621231979030144,0.001310615989515072,0.9947575360419397,12.847640891218873,1.0,2,Bureaux colis normaux
378,Sousse,Bureau,641,22284.000000000004,1.773605304212167,34.764430577223095,4,12,158,334,153,149,2023,2026,0.24648985959438377,0.5210608424336973,0.23868954758190328,0.23244929797191888,34.764430577223095,1.0,1,Bureaux internationaux premium
379,Monastir,Bureau,83,4086.5,3.5230240963855417,49.234939759036145,4,12,11,16,4,56,2023,2026,0.13253012048192772,0.1927710843373494,0.04819277108433735,0.6746987951807228,49.234939759036145,1.0,2,Bureaux colis normaux
380,Gabès,Bureau,446,6802.9000000000015,1.3845313901345262,15.253139013452918,4,12,40,160,34,246,2023,2026,0.08968609865470852,0.35874439461883406,0.07623318385650224,0.5515695067264574,15.253139013452918,1.0,2,Bureaux colis normaux
381,Tunis,Bureau,2148,59363.49999999999,2.2738647579143363,27.63663873370577,4,12,366,771,364,1011,2023,2026,0.17039106145251395,0.35893854748603354,0.16945996275605213,0.47067039106145253,27.63663873370577,1.0,1,Bureaux internationaux premium
382,Tunis,Bureau,504,8277.400000000005,1.4001011904761913,16.423412698412708,4,12,0,0,0,504,2023,2026,0.0,0.0,0.0,1.0,16.423412698412708,1.0,2,Bureaux colis normaux
383,Tataouine,Bureau,491,16983.3,2.212704936334421,34.589205702647654,4,12,190,106,188,195,2023,2026,0.3869653767820774,0.2158859470468432,0.38289205702647655,0.3971486761710794,34.589205702647654,1.0,1,Bureaux internationaux premium
384,Tunis,Bureau,2062,68139.0000000001,4.050064985451006,33.04510184287105,4,12,195,387,195,1480,2023,2026,0.09456838021338507,0.18768186226964112,0.09456838021338507,0.7177497575169738,33.04510184287105,1.0,2,Bureaux colis normaux
385,Monastir,Bureau,1309,28175.700000000008,2.0149067990832705,21.52459893048129,4,12,159,690,159,460,2023,2026,0.12146676852559206,0.5271199388846448,0.12146676852559206,0.35141329258976317,21.52459893048129,1.0,0,Bureaux express nationaux standards
386,Sousse,Bureau,875,10860.6,0.4233062857142858,12.412114285714287,4,12,136,567,136,172,2023,2026,0.15542857142857142,0.648,0.15542857142857142,0.19657142857142856,12.412114285714287,1.0,0,Bureaux express nationaux standards
387,Sousse,Bureau,687,13291.100000000002,1.259093158660843,19.346579330422127,4,12,103,365,94,219,2023,2026,0.14992721979621543,0.5312954876273653,0.13682678311499272,0.31877729257641924,19.346579330422127,1.0,0,Bureaux express nationaux standards
388,Kairouan,Bureau,6865,94570.5500000001,2.478821922796795,13.775753823743642,4,12,280,3763,280,2822,2023,2026,0.04078659868900218,0.5481427530954115,0.04078659868900218,0.4110706482155863,13.775753823743642,1.0,0,Bureaux express nationaux standards
389,Médenine,Bureau,3247,47438.95000000003,1.5538219895287984,14.610086233446268,4,12,419,1697,419,1131,2023,2026,0.1290421927933477,0.5226362796427472,0.1290421927933477,0.34832152756390516,14.610086233446268,1.0,0,Bureaux express nationaux standards
390,Sousse,Bureau,4468,31453.150000000005,0.4146367502238141,7.039648612354522,4,12,144,2900,136,1428,2023,2026,0.03222918531781558,0.649059982094897,0.03043867502238138,0.3196060877350045,7.039648612354522,1.0,0,Bureaux express nationaux standards
391,Sousse,Bureau,1353,34031.19999999999,1.5648065040650356,25.152402069475233,4,12,232,608,232,513,2023,2026,0.1714708056171471,0.4493717664449372,0.1714708056171471,0.37915742793791574,25.152402069475233,1.0,0,Bureaux express nationaux standards
392,Tataouine,Bureau,273,3840.899999999999,2.1945457875457874,14.069230769230765,4,12,10,219,9,44,2023,2026,0.03663003663003663,0.8021978021978022,0.03296703296703297,0.16117216117216118,14.069230769230765,1.0,0,Bureaux express nationaux standards
393,Sousse,Bureau,628,10244.999999999998,1.498772292993631,16.31369426751592,4,12,78,294,77,256,2023,2026,0.12420382165605096,0.4681528662420382,0.12261146496815287,0.40764331210191085,16.31369426751592,1.0,0,Bureaux express nationaux standards
394,Sfax,Bureau,459,15915.9,2.8752069716775557,34.67516339869281,4,12,26,192,26,241,2023,2026,0.05664488017429194,0.41830065359477125,0.05664488017429194,0.5250544662309368,34.67516339869281,1.0,2,Bureaux colis normaux
395,Tataouine,Bureau,31,1732.8,2.1489354838709676,55.89677419354839,3,12,6,8,6,17,2023,2025,0.1935483870967742,0.25806451612903225,0.1935483870967742,0.5483870967741935,55.89677419354839,1.0,1,Bureaux internationaux premium
396,Gabès,Bureau,101,2853.7,4.009267326732672,28.254455445544554,4,12,23,36,11,42,2023,2026,0.22772277227722773,0.3564356435643564,0.10891089108910891,0.4158415841584158,28.254455445544554,1.0,1,Bureaux internationaux premium
397,Sfax,Bureau,13932,161420.14999999994,0.6083632141831822,11.586286965259829,4,12,1175,11045,1162,1712,2023,2026,0.08433821418317543,0.792779213321849,0.08340511053689348,0.1228825724949756,11.586286965259829,1.0,0,Bureaux express nationaux standards
398,Gafsa,Bureau,355,2422.75,5.030909859154929,6.824647887323944,4,12,4,79,0,272,2023,2026,0.011267605633802818,0.22253521126760564,0.0,0.7661971830985915,6.824647887323944,1.0,2,Bureaux colis normaux
399,Sousse,Bureau,1090,18590.200000000026,5.192332568807349,17.05522935779819,4,12,10,126,2,954,2023,2026,0.009174311926605505,0.11559633027522936,0.001834862385321101,0.8752293577981651,17.05522935779819,1.0,2,Bureaux colis normaux
400,Gafsa,Bureau,474,12157.4,2.487476793248945,25.648523206751054,4,12,91,245,0,138,2023,2026,0.19198312236286919,0.5168776371308017,0.0,0.2911392405063291,25.648523206751054,1.0,0,Bureaux express nationaux standards
401,Sousse,Bureau,291,3704.6,1.3388762886597936,12.730584192439862,4,12,27,205,27,59,2023,2026,0.09278350515463918,0.7044673539518901,0.09278350515463918,0.2027491408934708,12.730584192439862,1.0,0,Bureaux express nationaux standards
402,Kairouan,Bureau,2700,21921.099999999977,1.2404862962962748,8.118925925925918,4,12,27,1991,27,682,2023,2026,0.01,0.7374074074074074,0.01,0.2525925925925926,8.118925925925918,1.0,0,Bureaux express nationaux standards
403,Kasserine,Bureau,295,12204.85,3.183861016949152,41.372372881355936,4,12,31,205,11,59,2023,2026,0.10508474576271186,0.6949152542372882,0.03728813559322034,0.2,41.372372881355936,1.0,0,Bureaux express nationaux standards
404,Sfax,Bureau,85,1869.9,1.7327176470588233,21.998823529411766,4,12,9,35,6,41,2023,2026,0.10588235294117647,0.4117647058823529,0.07058823529411765,0.4823529411764706,21.998823529411766,1.0,0,Bureaux express nationaux standards
405,Médenine,Bureau,259,7817.800000000001,3.239586872586871,30.18455598455599,3,12,56,79,56,124,2023,2026,0.21621621621621623,0.305019305019305,0.21621621621621623,0.47876447876447875,30.18455598455599,1.0,1,Bureaux internationaux premium
406,Médenine,Bureau,315,6366.7,1.3147269841269835,20.21174603174603,4,12,71,187,65,57,2023,2026,0.2253968253968254,0.5936507936507937,0.20634920634920634,0.18095238095238095,20.21174603174603,1.0,1,Bureaux internationaux premium
407,Tataouine,Bureau,172,4264.700000000001,0.8722848837209303,24.79476744186047,4,12,79,89,79,4,2023,2026,0.45930232558139533,0.5174418604651163,0.45930232558139533,0.023255813953488372,24.79476744186047,1.0,1,Bureaux internationaux premium
408,Ariana,Bureau,1505,20898.949999999997,1.1532937541528234,13.886345514950165,4,12,125,189,119,1191,2023,2026,0.08305647840531562,0.12558139534883722,0.07906976744186046,0.7913621262458472,13.886345514950165,1.0,2,Bureaux colis normaux
409,Sousse,Bureau,2647,29931.900000000012,4.166038156403484,11.307857952398948,4,12,87,502,68,2058,2023,2026,0.03286739705326785,0.18964865885908574,0.02568945976577257,0.7774839440876464,11.307857952398948,1.0,2,Bureaux colis normaux
410,Kairouan,Bureau,62,835.4,3.130822580645163,13.474193548387097,4,12,5,53,4,4,2023,2026,0.08064516129032258,0.8548387096774194,0.06451612903225806,0.06451612903225806,13.474193548387097,1.0,0,Bureaux express nationaux standards
411,Sfax,Bureau,306,7936.600000000001,2.9144607843137242,25.936601307189548,4,12,48,99,48,159,2023,2026,0.1568627450980392,0.3235294117647059,0.1568627450980392,0.5196078431372549,25.936601307189548,1.0,2,Bureaux colis normaux
412,Médenine,Bureau,93,1581.3,0.37341935483870947,17.003225806451614,4,12,27,58,26,8,2023,2026,0.2903225806451613,0.6236559139784946,0.27956989247311825,0.08602150537634409,17.003225806451614,1.0,1,Bureaux internationaux premium
413,Gafsa,Bureau,1438,18107.20000000001,5.462093880389448,12.591933240611969,4,12,71,755,71,612,2023,2026,0.04937413073713491,0.5250347705146036,0.04937413073713491,0.42559109874826145,12.591933240611969,1.0,2,Bureaux colis normaux
414,Monastir,Bureau,858,20471.1,1.5379568764568736,23.859090909090906,4,12,131,467,118,260,2023,2026,0.15268065268065267,0.5442890442890443,0.13752913752913754,0.30303030303030304,23.859090909090906,1.0,0,Bureaux express nationaux standards
415,Tunis,Bureau,2709,84528.75000000012,2.700309671465487,31.20293466223703,4,12,735,1069,525,905,2023,2026,0.2713178294573643,0.39461055740125506,0.1937984496124031,0.33407161314138056,31.20293466223703,1.0,1,Bureaux internationaux premium
416,Tataouine,Bureau,2713,62001.90000000001,1.3585366752672332,22.853630667158132,4,12,358,1774,344,581,2023,2026,0.13195724290453373,0.6538886841135274,0.1267969037965352,0.2141540729819388,22.853630667158132,1.0,0,Bureaux express nationaux standards
417,Sousse,Bureau,269,4567.900000000003,2.0878921933085484,16.98104089219332,4,12,28,59,25,182,2023,2026,0.10408921933085502,0.21933085501858737,0.09293680297397769,0.6765799256505576,16.98104089219332,1.0,2,Bureaux colis normaux
418,Sfax,Bureau,1206,11695.4,3.3821683250414636,9.697678275290215,4,12,16,996,12,194,2023,2026,0.013266998341625208,0.8258706467661692,0.009950248756218905,0.16086235489220563,9.697678275290215,1.0,0,Bureaux express nationaux standards
419,Tataouine,Bureau,1571,41101.35000000001,1.6023360916613616,26.162539783577348,4,12,216,867,208,488,2023,2026,0.13749204328453216,0.5518777848504137,0.13239974538510502,0.3106301718650541,26.162539783577348,1.0,0,Bureaux express nationaux standards
420,Monastir,Bureau,344,6943.700000000001,1.5146017441860462,20.185174418604653,4,12,68,243,52,33,2023,2026,0.19767441860465115,0.7063953488372093,0.1511627906976744,0.09593023255813954,20.185174418604653,1.0,0,Bureaux express nationaux standards
421,Monastir,Bureau,1402,32406.299999999996,1.0187891543651941,23.11433666191155,4,12,329,751,329,322,2023,2026,0.2346647646219686,0.5356633380884451,0.2346647646219686,0.2296718972895863,23.11433666191155,1.0,1,Bureaux internationaux premium
422,Sfax,Bureau,1355,13908.400000000005,0.681994095940958,10.264501845018454,4,12,81,1121,79,153,2023,2026,0.05977859778597786,0.8273062730627306,0.05830258302583026,0.11291512915129151,10.264501845018454,1.0,0,Bureaux express nationaux standards
423,Tunis,Bureau,569,13690.999999999985,2.6309138840070294,24.061511423550062,4,12,90,168,57,311,2023,2026,0.15817223198594024,0.29525483304042177,0.10017574692442882,0.546572934973638,24.061511423550062,1.0,2,Bureaux colis normaux
424,Gafsa,Bureau,2376,49185.40000000001,1.5355913299663335,20.70092592592593,4,12,448,1296,443,632,2023,2026,0.18855218855218855,0.5454545454545454,0.18644781144781145,0.265993265993266,20.70092592592593,1.0,0,Bureaux express nationaux standards
425,Tataouine,Bureau,586,13271.6,1.4378327645051168,22.647781569965872,4,12,82,312,82,192,2023,2026,0.13993174061433447,0.5324232081911263,0.13993174061433447,0.32764505119453924,22.647781569965872,1.0,0,Bureaux express nationaux standards
426,Sfax,Bureau,1075,20252.899999999987,1.8081404651162787,18.839906976744174,4,12,52,664,52,359,2023,2026,0.04837209302325581,0.6176744186046511,0.04837209302325581,0.33395348837209304,18.839906976744174,1.0,0,Bureaux express nationaux standards
427,Gabès,Bureau,1655,40524.2,0.8109268882175237,24.485921450151057,4,12,512,910,512,233,2023,2026,0.3093655589123867,0.5498489425981873,0.3093655589123867,0.14078549848942598,24.485921450151057,1.0,1,Bureaux internationaux premium
428,Monastir,Bureau,31,951.5,3.2869032258064523,30.693548387096776,4,9,1,15,1,15,2023,2026,0.03225806451612903,0.4838709677419355,0.03225806451612903,0.4838709677419355,30.693548387096776,0.75,3,Grandes agences express saturées
429,Sfax,Bureau,286,2489.499999999999,0.5796153846153853,8.704545454545451,4,12,22,32,22,232,2023,2026,0.07692307692307693,0.11188811188811189,0.07692307692307693,0.8111888111888111,8.704545454545451,1.0,2,Bureaux colis normaux
430,Sfax,Bureau,767,16647.1,1.2261890482398912,21.70417209908735,4,12,186,413,186,168,2023,2026,0.242503259452412,0.5384615384615384,0.242503259452412,0.21903520208604954,21.70417209908735,1.0,1,Bureaux internationaux premium
431,Sousse,Bureau,294,7926.7,0.8004863945578236,26.96156462585034,4,12,71,207,71,16,2023,2026,0.24149659863945577,0.7040816326530612,0.24149659863945577,0.05442176870748299,26.96156462585034,1.0,1,Bureaux internationaux premium
432,Gafsa,Bureau,1147,11983.0,2.5982205754141194,10.447253705318222,4,12,0,561,0,586,2023,2026,0.0,0.4891020052310375,0.0,0.5108979947689625,10.447253705318222,1.0,2,Bureaux colis normaux
433,Gafsa,Bureau,402,2251.0,2.2186915422885565,5.599502487562189,4,12,0,146,0,256,2023,2026,0.0,0.36318407960199006,0.0,0.6368159203980099,5.599502487562189,1.0,2,Bureaux colis normaux
434,Monastir,Bureau,1854,28086.19999999984,2.939337108953611,15.148975188780929,4,12,82,591,55,1181,2023,2026,0.04422869471413161,0.3187702265372168,0.0296655879180151,0.6370010787486515,15.148975188780929,1.0,2,Bureaux colis normaux
435,Tunis,Bureau,418,11255.200000000003,1.2730071770334925,26.92631578947369,4,12,48,85,48,285,2023,2026,0.11483253588516747,0.20334928229665072,0.11483253588516747,0.6818181818181818,26.92631578947369,1.0,2,Bureaux colis normaux
436,Monastir,Bureau,566,4360.2,0.24893816254417006,7.703533568904593,4,12,31,510,31,25,2023,2026,0.054770318021201414,0.901060070671378,0.054770318021201414,0.044169611307420496,7.703533568904593,1.0,0,Bureaux express nationaux standards
437,Ariana,Bureau,108,1745.6999999999994,2.3315555555555556,16.163888888888884,4,12,0,0,0,108,2023,2026,0.0,0.0,0.0,1.0,16.163888888888884,1.0,2,Bureaux colis normaux
438,Sousse,Bureau,173,1498.4,0.3959595375722542,8.66127167630058,3,12,11,104,11,58,2023,2026,0.06358381502890173,0.6011560693641619,0.06358381502890173,0.3352601156069364,8.66127167630058,1.0,0,Bureaux express nationaux standards
439,Sousse,Bureau,633,14125.299999999987,1.3439573459715637,22.31484992101104,4,12,132,126,132,375,2023,2026,0.20853080568720378,0.1990521327014218,0.20853080568720378,0.5924170616113744,22.31484992101104,1.0,1,Bureaux internationaux premium
440,Tataouine,Bureau,987,16255.499999999995,1.4102093211752778,16.46960486322188,4,12,90,581,88,316,2023,2026,0.0911854103343465,0.5886524822695035,0.08915906788247213,0.32016210739615,16.46960486322188,1.0,0,Bureaux express nationaux standards
441,Gabès,Bureau,148,1916.9999999999998,1.1831824324324332,12.952702702702702,4,12,11,86,8,51,2023,2026,0.07432432432432433,0.581081081081081,0.05405405405405406,0.34459459459459457,12.952702702702702,1.0,0,Bureaux express nationaux standards
442,Sousse,Bureau,351,4527.750000000001,0.9114074074074069,12.899572649572653,4,12,75,192,69,84,2023,2026,0.21367521367521367,0.5470085470085471,0.19658119658119658,0.23931623931623933,12.899572649572653,1.0,0,Bureaux express nationaux standards
443,Sousse,Bureau,533,16561.6,1.606726078799243,31.072420262664163,4,12,138,316,124,79,2023,2026,0.2589118198874296,0.5928705440900562,0.2326454033771107,0.14821763602251406,31.072420262664163,1.0,1,Bureaux internationaux premium
444,Ariana,Bureau,1060,13646.4,0.9056981132075479,12.873962264150943,4,12,107,755,100,198,2023,2026,0.1009433962264151,0.7122641509433962,0.09433962264150944,0.18679245283018867,12.873962264150943,1.0,0,Bureaux express nationaux standards
445,Sousse,Bureau,1210,10142.300000000012,2.5426694214876036,8.38206611570249,4,12,18,926,15,266,2023,2026,0.01487603305785124,0.7652892561983471,0.012396694214876033,0.21983471074380165,8.38206611570249,1.0,0,Bureaux express nationaux standards
446,Tataouine,Bureau,342,9380.299999999997,1.4818654970760237,27.42777777777777,4,12,102,85,102,155,2023,2026,0.2982456140350877,0.24853801169590642,0.2982456140350877,0.45321637426900585,27.42777777777777,1.0,1,Bureaux internationaux premium
447,Tataouine,Bureau,173,4988.750000000001,3.6989364161849703,28.836705202312142,4,12,2,85,2,86,2023,2026,0.011560693641618497,0.4913294797687861,0.011560693641618497,0.49710982658959535,28.836705202312142,1.0,2,Bureaux colis normaux
449,Gabès,Bureau,2036,19245.399999999976,1.4008752455795712,9.452554027504899,4,12,111,420,111,1505,2023,2026,0.05451866404715128,0.206286836935167,0.05451866404715128,0.7391944990176817,9.452554027504899,1.0,2,Bureaux colis normaux
450,Sousse,Bureau,686,14004.35,1.6664416909620954,20.41450437317784,4,12,13,547,13,126,2023,2026,0.018950437317784258,0.7973760932944607,0.018950437317784258,0.1836734693877551,20.41450437317784,1.0,0,Bureaux express nationaux standards
451,Monastir,Bureau,1054,28622.7,1.643557874762808,27.156261859582543,4,12,215,373,215,466,2023,2026,0.20398481973434535,0.3538899430740038,0.20398481973434535,0.44212523719165087,27.156261859582543,1.0,1,Bureaux internationaux premium
452,Monastir,Bureau,2118,27492.19999999999,0.615340132200188,12.98026440037771,4,12,294,1171,293,653,2023,2026,0.1388101983002833,0.552880075542965,0.13833805476864966,0.3083097261567517,12.98026440037771,1.0,0,Bureaux express nationaux standards
453,Monastir,Bureau,2934,74352.39999999995,1.5070868098159522,25.341649625085193,4,12,589,1494,589,851,2023,2026,0.2007498295841854,0.50920245398773,0.2007498295841854,0.2900477164280845,25.341649625085193,1.0,1,Bureaux internationaux premium
454,Kasserine,Bureau,198,2791.5,1.945348484848485,14.098484848484848,4,12,3,38,1,157,2023,2026,0.015151515151515152,0.1919191919191919,0.005050505050505051,0.7929292929292929,14.098484848484848,1.0,2,Bureaux colis normaux
455,Kairouan,Bureau,278,3855.2999999999993,4.135726258992807,13.86798561151079,4,12,12,150,11,116,2023,2026,0.04316546762589928,0.539568345323741,0.039568345323741004,0.4172661870503597,13.86798561151079,1.0,2,Bureaux colis normaux
456,Sousse,Bureau,239,1111.8000000000015,0.2623790794979079,4.651882845188291,4,12,0,0,0,239,2023,2026,0.0,0.0,0.0,1.0,4.651882845188291,1.0,2,Bureaux colis normaux
457,Tunis,Bureau,174,8262.300000000003,4.3857586206896535,47.48448275862071,4,12,0,0,0,174,2023,2026,0.0,0.0,0.0,1.0,47.48448275862071,1.0,2,Bureaux colis normaux
458,Tunis,Bureau,1062,34034.39999999998,3.130746139359704,32.047457627118625,4,12,153,225,152,684,2023,2026,0.1440677966101695,0.211864406779661,0.1431261770244821,0.6440677966101694,32.047457627118625,1.0,2,Bureaux colis normaux
459,Kébili,Bureau,529,9661.700000000003,1.78935349716446,18.264083175803407,4,12,27,231,27,271,2023,2026,0.05103969754253308,0.43667296786389415,0.05103969754253308,0.5122873345935728,18.264083175803407,1.0,2,Bureaux colis normaux
460,Sousse,Bureau,583,9788.4,0.6859571183533433,16.789708404802745,4,12,115,437,115,31,2023,2026,0.19725557461406518,0.7495711835334476,0.19725557461406518,0.05317324185248713,16.789708404802745,1.0,0,Bureaux express nationaux standards
461,Tunis,Bureau,1617,148403.6,2.9602102659245526,91.77711811997527,4,12,1184,418,1176,15,2023,2026,0.7322201607915894,0.2585034013605442,0.7272727272727273,0.00927643784786642,91.77711811997527,1.0,1,Bureaux internationaux premium
462,Kébili,Bureau,1317,22265.399999999994,1.4904015945330333,16.906150341685645,4,12,98,791,98,428,2023,2026,0.07441154138192863,0.6006074411541382,0.07441154138192863,0.3249810174639332,16.906150341685645,1.0,0,Bureaux express nationaux standards
463,Tataouine,Bureau,1678,32511.55000000003,1.1899058402860565,19.375178784267,4,12,251,906,248,521,2023,2026,0.14958283671036948,0.5399284862932062,0.14779499404052443,0.3104886769964243,19.375178784267,1.0,0,Bureaux express nationaux standards
464,Tunis,Bureau,151,1224.1000000000001,0.6312384105960263,8.106622516556293,4,12,4,23,3,124,2023,2026,0.026490066225165563,0.152317880794702,0.019867549668874173,0.8211920529801324,8.106622516556293,1.0,2,Bureaux colis normaux
465,Kasserine,Bureau,60,2689.4,4.783383333333333,44.82333333333334,4,12,2,20,1,38,2023,2026,0.03333333333333333,0.3333333333333333,0.016666666666666666,0.6333333333333333,44.82333333333334,1.0,2,Bureaux colis normaux
466,Tunis,Bureau,78,1921.6499999999999,1.7448205128205132,24.63653846153846,4,12,7,43,7,28,2023,2026,0.08974358974358974,0.5512820512820513,0.08974358974358974,0.358974358974359,24.63653846153846,1.0,0,Bureaux express nationaux standards
467,Monastir,Bureau,10,677.6999999999999,4.702999999999999,67.77,3,5,0,2,0,8,2023,2025,0.0,0.2,0.0,0.8,67.77,0.4166666666666667,3,Grandes agences express saturées
468,Monastir,Bureau,1581,34593.79999999999,1.779067046173309,21.880961416824785,4,12,212,634,209,735,2023,2026,0.13409234661606578,0.4010120177103099,0.13219481340923467,0.4648956356736243,21.880961416824785,1.0,0,Bureaux express nationaux standards
469,Ariana,Bureau,26,154.09999999999997,2.365576923076923,5.926923076923075,3,10,0,1,0,25,2023,2025,0.0,0.038461538461538464,0.0,0.9615384615384616,5.926923076923075,0.8333333333333334,2,Bureaux colis normaux
470,Monastir,Bureau,107,1869.3999999999999,0.5460093457943924,17.471028037383178,4,12,29,61,29,17,2023,2026,0.27102803738317754,0.5700934579439252,0.27102803738317754,0.1588785046728972,17.471028037383178,1.0,1,Bureaux internationaux premium
472,Ariana,Bureau,200,4788.849999999999,1.9644500000000005,23.944249999999997,4,12,27,68,27,105,2023,2026,0.135,0.34,0.135,0.525,23.944249999999997,1.0,2,Bureaux colis normaux
473,Kasserine,Bureau,157,2176.2999999999997,2.943738853503184,13.861783439490445,4,12,9,97,3,51,2023,2026,0.05732484076433121,0.6178343949044586,0.01910828025477707,0.3248407643312102,13.861783439490445,1.0,0,Bureaux express nationaux standards
474,Sousse,Bureau,1022,29769.49999999999,1.9288238747553794,29.12866927592954,4,12,192,320,192,510,2023,2026,0.18786692759295498,0.3131115459882583,0.18786692759295498,0.49902152641878667,29.12866927592954,1.0,1,Bureaux internationaux premium
475,Médenine,Bureau,582,10409.000000000002,1.1177611683848807,17.884879725085913,4,12,97,411,97,74,2023,2026,0.16666666666666666,0.7061855670103093,0.16666666666666666,0.12714776632302405,17.884879725085913,1.0,0,Bureaux express nationaux standards
476,Kasserine,Bureau,161,1802.099999999998,2.983223602484472,11.193167701863342,4,12,1,22,1,138,2023,2026,0.006211180124223602,0.13664596273291926,0.006211180124223602,0.8571428571428571,11.193167701863342,1.0,2,Bureaux colis normaux
477,Sfax,Bureau,66,816.0,0.41868181818181854,12.363636363636363,3,8,8,57,8,1,2023,2025,0.12121212121212122,0.8636363636363636,0.12121212121212122,0.015151515151515152,12.363636363636363,0.6666666666666666,3,Grandes agences express saturées
478,Monastir,Bureau,164,4781.200000000001,1.9238475609756092,29.15365853658537,4,12,51,60,48,53,2023,2026,0.31097560975609756,0.36585365853658536,0.2926829268292683,0.3231707317073171,29.15365853658537,1.0,1,Bureaux internationaux premium
479,Monastir,Bureau,922,6495.0,0.4639696312364423,7.044468546637744,4,12,31,889,24,2,2023,2026,0.033622559652928416,0.9642082429501084,0.026030368763557483,0.0021691973969631237,7.044468546637744,1.0,0,Bureaux express nationaux standards
480,Kasserine,Bureau,228,1470.0,0.6969385964912281,6.447368421052632,4,12,0,0,0,228,2023,2026,0.0,0.0,0.0,1.0,6.447368421052632,1.0,2,Bureaux colis normaux
481,Tunis,Bureau,2663,73089.39999999997,1.514609049943675,27.446263612467128,4,12,516,1389,516,758,2023,2026,0.19376642883965453,0.5215921892602329,0.19376642883965453,0.2846413819001127,27.446263612467128,1.0,1,Bureaux internationaux premium
482,Tunis,Bureau,559,8397.7,0.10632737030411453,15.022719141323794,4,12,135,414,135,10,2023,2026,0.24150268336314848,0.740608228980322,0.24150268336314848,0.017889087656529516,15.022719141323794,1.0,0,Bureaux express nationaux standards
484,Monastir,Bureau,748,18068.499999999996,1.6605775401069507,24.1557486631016,4,12,106,410,88,232,2023,2026,0.14171122994652408,0.5481283422459893,0.11764705882352941,0.31016042780748665,24.1557486631016,1.0,0,Bureaux express nationaux standards
485,Tunis,Bureau,561,6139.8999999999905,1.0371426024955444,10.94456327985738,4,12,23,196,21,342,2023,2026,0.040998217468805706,0.3493761140819964,0.0374331550802139,0.6096256684491979,10.94456327985738,1.0,2,Bureaux colis normaux
486,Sousse,Bureau,323,13494.4,2.059689164086686,41.77832817337461,4,12,115,107,100,101,2023,2026,0.3560371517027864,0.33126934984520123,0.30959752321981426,0.3126934984520124,41.77832817337461,1.0,1,Bureaux internationaux premium
