id,id_bureau_src,code_postal,cite,ville,gouvernorat,type_bureau
1,2260,2260,RUE SOUK,DEGACHE,Gafsa,Bureau
2,3023,3023,SFAX,SFAX,Sfax,Bureau
3,2001,2001,ENNASR,ARIANA,Ariana,Bureau
4,1250,2011,2011,2011,Ariana,Bureau
5,2214,2214,HAMMA,TOZEUR,Gafsa,Bureau
6,8044,8044,MIDA,MIDA,Tataouine,Bureau
7,6013,6020,HERMMA,GABE,Gabès,Bureau
8,4160,4171,BENGURDEN,BENGURDEN,Sousse,Bureau
9,4171,4171,BENGURDEN,BENGURDEN,Sousse,Bureau
10,2016,2016,CARTHGAE,CARTHAGE,Ariana,Bureau
11,7114,7114,JERISSA,JERISSA,Kébili,Bureau
12,5066,5080,TEBOULBA,TEBOULBA,Monastir,Bureau
13,5025,5023,TOUZA,TOUZA,Monastir,Bureau
14,2083,2083,ARIANA,ARIANA,Ariana,Bureau
15,9031,9000,BEJA,BEJA,Kasserine,Bureau
16,2130,2130,MATALOUI,GAFSA,Gafsa,Bureau
17,2042,4100,MEDNIN,MEDNIN,Sousse,Bureau
18,2062,4100,MEDNIN,MEDNIN,Sousse,Bureau
19,99013,kebili,KEBILI,4200,Kairouan,Agence
20,2087,2087,CITE FEHRI,TUNIS,Ariana,Bureau
21,6031,6031,OASIS BOUCHEMA,GABES,Gabès,Bureau
22,3069,3099,EL BOUSTEN,SFAX,Sfax,Bureau
23,2065,2065,CITE EL HABIB,BEN AROUS,Ariana,Bureau
24,3067,3067,MARKEZ LAJMI,SFAX,Sfax,Bureau
25,2078,2078,LA MARSA,TUNIS,Ariana,Bureau
26,2026,2078,LA MARSA,TUNIS,Ariana,Bureau
27,6052,6052,OUDHREF,OUDHREF,Gabès,Bureau
28,9120,9120,CITE ERIAD,9120,Kasserine,Bureau
29,2040,8117,BELARIGIA,BELLARIGIA,Tataouine,Bureau
30,5011,5011,KHNIS,MONASTIR,Monastir,Bureau
31,2021,2214,KARIA,TOZEUR,Gafsa,Bureau
32,1221,1221,CITE NACER,HAIDRA,Kairouan,Bureau
33,3040,3040,BIR ALI,BIR ALI,Sfax,Bureau
34,7014,7014,AOUSJA,BIZERTE,Médenine,Bureau
35,6041,6041,CHENENI,GABESGABES,Gabès,Bureau
36,1023,1075,BAB EL KHADRA,TUNIS,Tunis,Bureau
37,7080,7080,CITE NOZHA,7080,Médenine,Bureau
38,3072,3099,EL BOUSTEN,SFAX,Sfax,Bureau
39,99010,8196,CITE ETTATAOUER,JENDOUBA,Jendouba,Agence
40,4280,4200,KEBILI,KEBILI,Sousse,Bureau
41,5070,5070,KH,KH,Monastir,Bureau
42,3048,3048,SOUK EL FERIANI,SFAX,Sfax,Bureau
43,5016,5070,KASR HELLEL,KASR HELLEL,Monastir,Bureau
44,3180,8100,JENDOUBA,JENDOUBA,Tataouine,Bureau
45,2050,2050,HLIF,HLIF,Ariana,Bureau
46,2143,2124,CITE SOUROUR,GAFSA TUNISIA,Gafsa,Bureau
47,2034,2034,EZAHRA,BEN AROUS,Ariana,Bureau
48,6120,6120,CITE ENNASER,LE KRIB,Gabès,Bureau
49,1000,1000,BAB EL JAZIRA,TUNIS,Tunis,Bureau
50,2084,1164,HAMMAM CHATT,BEN AROUS,Tunis,Bureau
51,2117,2100,MOUALLA,GAFSA,Gafsa,Bureau
52,2013,2068,MOUROUJ 3,MOUROUJ 3,Ariana,Bureau
53,6021,6021,GABES,GABES,Gabès,Bureau
54,1095,1009,EL FATH SIDI HACINE SIJOUMI,TUNIS,Tunis,Bureau
55,5051,5050,M,M,Monastir,Bureau
56,1001,2074,EL MOUROUJ 1,BEN AROUS,Ariana,Bureau
57,1074,8045,EL HAWARIA,NABEUL 8045,Tataouine,Bureau
58,3079,3079,HAI EL KHIRI,INCONNU,Sfax,Bureau
59,4135,4135,AJIM,DJERBA,Sousse,Bureau
60,1144,7026,BIZERTE,MANZL JMIL,Médenine,Bureau
61,7021,7026,BIZERTE,MANZL JMIL,Médenine,Bureau
62,7026,7026,BIZERTE,MANZL JMIL,Médenine,Bureau
63,8020,8020,TN,NABEUL,Tataouine,Bureau
64,7150,7150,TAJEROUINE,TAJEROUINE,Kébili,Bureau
65,7070,2036,ARIANA,2080,Ariana,Bureau
66,1181,2036,ARIANA,2080,Ariana,Bureau
67,5099,5031,NADHOUR 2,KSIBET MEDIOUNI MONASTIR,Monastir,Bureau
68,1090,1000,TUNIS,TUNIS,Tunis,Bureau
69,5015,5015,BOUHJAR,BOUHJAR,Monastir,Bureau
70,9040,9040,BIR TOUTA,TEBOURSOUK,Kasserine,Bureau
71,1068,1068,ROMANA,TUNIS,Tunis,Bureau
72,3090,3090,MAHRES,SFAX,Sfax,Bureau
73,6091,6040,CITE GABES,GABES,Gabès,Bureau
74,6040,6040,CITE GABES,GABES,Gabès,Bureau
75,4116,4116,MIDOUN,MEDENINE,Sousse,Bureau
76,4113,4116,MIDOUN,MEDENINE,Sousse,Bureau
77,3200,3200,TATAOUNE,TATAOUINE,Sfax,Bureau
78,5050,5050,MOKNINE,MOKNNIE,Monastir,Bureau
79,9122,9122,CEBALA,CEBALA,Kasserine,Bureau
80,9070,9070,MEJEZBUREAU DE POSTE DE MEDJEZ,MEDJEZ,Kasserine,Bureau
81,8028,4144,EL MOUENSA,MEDENINE,Sousse,Bureau
82,1176,1176,ZONE INDUSTRIELLE,FOUCHANA,Tunis,Bureau
83,1082,2083,ARIANA,ARIANA,Ariana,Bureau
84,2027,7000,CITE AIN MARIEM,BIZERTE,Médenine,Bureau
85,4022,4022,AKOUDA,TUNIS,Sousse,Bureau
86,8056,8042,BOUARGOUB,MANAR,Tataouine,Bureau
87,5120,5120,OULED CHAMAKH,MAHDIA,Monastir,Bureau
88,3227,3227,CITE ENNOUR,TATAOUINE,Sfax,Bureau
89,8070,8070,GORBA,NABEUL,Tataouine,Bureau
90,1064,1064,INTILEKA,TUNIS,Tunis,Bureau
91,1182,1064,INTILEKA,TUNIS,Tunis,Bureau
92,6060,6020,EL HAMMA,EL HAMMA,Gabès,Bureau
93,2066,2053,KABARIYA,TIUNIS,Ariana,Bureau
94,2053,2053,KABARIYA,TIUNIS,Ariana,Bureau
95,4060,4060,KALAA KEBIRA,SOUSSE,Sousse,Bureau
96,1145,1145,CITE ENNACIM 1,BEN AROUS,Tunis,Bureau
97,2056,2056,RAOUED PLAGE,ARIANA,Ariana,Bureau
98,3051,3072,MERKEZ CHAKER,SFAX,Sfax,Bureau
99,5040,5040,ZARMDIN,ZARAMDIN,Monastir,Bureau
100,4155,4155,GUELLALA,MEDENINE,Sousse,Bureau
101,3064,3064,CITE ELBAHRI,SFAX,Sfax,Bureau
102,6010,6010,AV HEDI CHEKER,GABES,Gabès,Bureau
103,4083,4083,SOUSSE,SOUSSE,Sousse,Bureau
104,4146,4146,ERRIADH,JERBA,Sousse,Bureau
105,3160,3160,CITE NASER,H EL AYOUN,Sfax,Bureau
106,3099,3099,BOUSTEN,SFAX,Sfax,Bureau
107,5112,5112,MAHDIA,TUNISIE,Monastir,Bureau
108,2068,2068,EL MOUROUJ 4,BEN AROUS,Ariana,Bureau
109,3031,3031,SFAX,SFAX,Sfax,Bureau
110,3042,3076,CHKER,INCONNU,Sfax,Bureau
111,3223,3223,SMAR TATAOUINE,SMAR,Sfax,Bureau
112,7061,7000,BIZERTE,BIZERTE,Médenine,Bureau
113,2020,1114,EL BATTAN,MANNOUBA,Tunis,Bureau
114,4145,4145,JERBA,TUNISIE,Sousse,Bureau
115,1003,1181,ARIANA,ARIANA,Tunis,Bureau
116,3022,3022,MKZ KAMMOUN,SFAX,Sfax,Bureau
117,2074,2074,EL MOUROUJ,BEN AROUS,Ariana,Bureau
118,2212,2212,TAMAGHZA,TAMAGHZA,Gafsa,Bureau
119,3083,3031,MERKEZ BOUACIDA,SFAX,Sfax,Bureau
120,6080,6080,MARETH,GABES,Gabès,Bureau
121,3027,3027,SFAX EL JADIDA,SFAX,Sfax,Bureau
122,5111,5111,MAHDIA HIBOUN,MAHDIA,Monastir,Bureau
123,2023,9040,TEBOURSOUK,BEJA,Kasserine,Bureau
124,3220,3220,CITE COMMERCIALE,TATAOUINE,Sfax,Bureau
125,3011,3011,SAKIET EDDAIER,SFAX,Sfax,Bureau
126,1057,1057,GAMMARTH,MARSA,Tunis,Bureau
127,6180,6180,BOUARADA,BOUARADA,Gabès,Bureau
128,2045,2045,CITE EL MHIRI,TUNIS,Ariana,Bureau
129,3062,3062,SIDI ABBES,SFAX,Sfax,Bureau
130,6026,6026,ZARAT,GABES,Gabès,Bureau
131,2094,5114,INCONNU,MAHDIA,Monastir,Bureau
132,2035,2052,CITE EZZOUHOUR,TUNIS,Ariana,Bureau
133,4010,4010,BOUFICHA,SOUSSE,Sousse,Bureau
134,7071,7071,CITE HACHED,BIZERTE,Médenine,Bureau
135,3131,3131,KAIROUAN SUD,KAIROUAN,Sfax,Bureau
136,8011,8075,DAR CHAABENE,TUNIS,Tataouine,Bureau
137,8099,3034,EL GHERIBA,SFAX,Sfax,Bureau
138,2097,2097,BOUMHAL,BOUMHAL,Ariana,Bureau
139,2046,2046,SIDI DAOUED,TUNIS,Ariana,Bureau
140,4110,6026,ZARAT,GABES,Gabès,Bureau
141,3221,32213221,TATAOUINE,TATAOUINE,Sfax,Bureau
142,8060,8060,BENI KHIAR,BENI KHIAR,Tataouine,Bureau
143,3080,JEBENIANA,CITE JARDAN,TUNIS,Tunis,Bureau
144,5126,5126,SALKATA,SALAKTA,Monastir,Bureau
145,4162,4116,MIDOUN,DJERBA,Sousse,Bureau
146,4030,4034,ENFIDHA,SOUSSE,Sousse,Bureau
147,6072,6072,ZRIG,GABES,Gabès,Bureau
148,3013,3013,MZ KASSAS,SFAX,Sfax,Bureau
149,2151,5000,MESTIR,MESTIR,Monastir,Bureau
150,3240,3240,REMADA,REMADA,Sfax,Bureau
151,2131,9120,BEN AOUN,BEN AOUN,Kasserine,Bureau
152,3049,3003,SFAX,SFAX,Sfax,Bureau
153,2245,7000,BIZRET,BIZERT,Médenine,Bureau
154,9080,9080,GOUBELLAT,GOUBELLAT,Kasserine,Bureau
155,4173,4173,ZARZIS,MEDENINE,Sousse,Bureau
156,8090,4200,KEBILI,KEBILI,Sousse,Bureau
157,1073,1073,MONTPLAISIR,TUNIS,Tunis,Bureau
158,6170,6170,BARGOU,SILIANA,Gabès,Bureau
159,4231,4231,BECHRI,SOUK LAHAD,Sousse,Bureau
160,3234,3234,TATA,TATAOUINE,Sfax,Bureau
161,4176,4176,ARKOU,MEDENINE,Sousse,Bureau
162,4175,4175,EL MAY,MEDENINE,Sousse,Bureau
163,6032,6032,TEBOULBOU,GABES,Gabès,Bureau
164,9032,4100,MEDNINE,MEDNINE,Sousse,Bureau
165,1116,2071,SIDI ALI EL HATTAB,MANNOUBA,Ariana,Bureau
166,1125,2076,LA MARSA,TUNIS,Ariana,Bureau
167,5114,5114,MELLOULECH,MAHDIA,Monastir,Bureau
168,3052,3052,CITE EL HABIB,SFAX,Sfax,Bureau
169,2073,1003,CITE EL KHADHRA,TUNIS,Tunis,Bureau
170,6089,6089,ELMAYA,METOUIA,Gabès,Bureau
171,3041,3041,CHIHIA,SFAX,Sfax,Bureau
172,1009,1009,BELLEVUE,TUNIS,Tunis,Bureau
173,2086,2041,CITE 18 JANVIER,ARIANA,Ariana,Bureau
174,2079,1008,MONTFLEURIY,TUNIS,Tunis,Bureau
175,3089,3089,SFAX,SFAX,Sfax,Bureau
176,2240,2240,2240,2240,Gafsa,Bureau
177,3020,3020,CITE ERRAOUDHA,SFAX,Sfax,Bureau
178,7033,7033,ESSAFA,GHAR EL MELH,Médenine,Bureau
179,4192,4160,BOU HAMED,MEDENINE,Sousse,Bureau
180,3081,3011,SAKIET EDDAIER,SFAX,Sfax,Bureau
181,6012,3071,GUREMDA,SFAX,Sfax,Bureau
182,3261,3234,CITÃ MAHJ,TATAOUINE,Sfax,Bureau
183,9010,9010,NEFZA,NEFZA,Kasserine,Bureau
184,8023,8023,SOMAA,NABEUL,Tataouine,Bureau
185,5010,5061,SIDI AMEUR,MONASTIR,Monastir,Bureau
186,2002,2032,CEBALET BEN AMMAR,ARIANA,Ariana,Bureau
187,8015,1250,SBITLA,SBITLA,Kairouan,Bureau
188,6077,6021,GHANNOUCHE,GHANNOUCHE,Gabès,Bureau
189,7030,7030,RUE MAHMOUD BOURGUIBA,BIZERTE,Médenine,Bureau
190,4127,4127,MEDENINE,MEDENINE,Sousse,Bureau
191,5170,5170,FERAHTA,MAHDIA,Monastir,Bureau
192,3035,3035,SFAX,SFAX,Sfax,Bureau
193,2041,2094,MNIHLA,TUNIS,Ariana,Bureau
194,6020,6020,EL HAMMA,GABES,Gabès,Bureau
195,6016,6016,ARRAM,GABES,Gabès,Bureau
196,2000,2000,BUREAU DE POSTE,BARDO,Ariana,Bureau
197,5024,5024,M FERSI,MOKNINE,Monastir,Bureau
198,2058,2083,LA GAZELLE,ARIANA,Ariana,Bureau
199,3093,3093,MK WALI,SFAX,Sfax,Bureau
200,3030,3030,AGAREB,SFAX,Sfax,Bureau
201,1236,1236,SBEITLA,SBEITLA,Kairouan,Bureau
202,1008,1008,BB MNARA,TUNIS,Tunis,Bureau
203,3071,3071,OUED CHAABOUNI,SFAX,Sfax,Bureau
204,4041,4041,KSIBET SOUSSE,SOUSSE,Sousse,Bureau
205,7015,7015,BIZERTE,RAFRAF,Médenine,Bureau
206,9140,9140,MAKNASSY,MAKNASSY,Kasserine,Bureau
207,1210,1210,THALA,KASSERINE,Kairouan,Bureau
208,4011,1001,TUNIS,TUNIS,Tunis,Bureau
209,1089,1006,BEB SOUIKA,TUNIS,Tunis,Bureau
210,2100,2124,CITE SOUROUR,GAFSA,Gafsa,Bureau
211,1054,2078,MARSA SAFSAF,TUNIS,Ariana,Bureau
212,1220,1220,FOUSSENA,KASERINE,Kairouan,Bureau
213,1135,1135,NAASSEN,BEN AROUS,Tunis,Bureau
214,3076,3076,RUE PELASTINE,SFAX,Sfax,Bureau
215,4236,4236,KEBELLI,KEBILI,Sousse,Bureau
216,2055,1164,HAMMAM CHATT,BEN AROUS,Tunis,Bureau
217,1164,1164,HAMMAM CHATT,BEN AROUS,Tunis,Bureau
218,2116,1164,HAMMAM CHATT,BEN AROUS,Tunis,Bureau
219,2018,2090,MORNAG,BEN AROUS,Ariana,Bureau
220,2090,2090,MORNAG,BEN AROUS,Ariana,Bureau
221,4133,4133,ROBBANA,MEDENINE,Sousse,Bureau
222,8025,8025,CITE JARDINS,NABEUL,Tataouine,Bureau
223,6083,6013,SOMBAT,GABES,Gabès,Bureau
224,4070,4070,MSAKEN,SOUSSE,Sousse,Bureau
225,5142,5170,FERAHTA,MAHDIA,Monastir,Bureau
226,3039,3039,SFAX,SFAX,Sfax,Bureau
227,7040,7040,GHEZALA,BIZERTE,Médenine,Bureau
228,5020,5020,JEMML,JEMML,Monastir,Bureau
229,3084,3084,TYNA,SFAX,Sfax,Bureau
230,2031,2031,ESSAIDA,ESSAIDA,Ariana,Bureau
231,1230,1230,CITE NOUR,KASSERINE,Kairouan,Bureau
232,8013,8013,MAAMOURA,MAAMOURA,Tataouine,Bureau
233,3070,3070,KERKENNAH,SFAX,Sfax,Bureau
234,1171,2001,NASR,ARIANA,Ariana,Bureau
235,3078,3078,EL HAJEB,SFAX,Sfax,Bureau
236,5013,5013,MZ KAMEL...................,ML KAMEL,Monastir,Bureau
237,3021,3041,MERKEZ CHIHYA,SFAX,Sfax,Bureau
238,9170,9170,CITE EL MANAR,SIDI BOUZID,Kasserine,Bureau
239,8055,8055,DAR ALLOUCH,DARALLOUCH,Tataouine,Bureau
240,8092,8030,GROMBELIA,GROMBELIA,Tataouine,Bureau
241,2082,2082,TRABELSI,FOUCHANA,Ariana,Bureau
242,7120,7120.,SAK C.YOUSSEF,SAKIET SIDI YOUCEF,Kébili,Bureau
243,3032,3093,SFAX,SFAX,Sfax,Bureau
244,5023,5023,TOUZA,MONASTIR,Monastir,Bureau
245,7081,7016,CITE INDEPENDANCE,BIZERTE,Médenine,Bureau
246,9114,9114,CITEE AMEL 1,BOUZAIENNE,Kasserine,Bureau
247,1180,2074,MOUROUJ,BEN AROUS,Ariana,Bureau
248,2113,2113,METLAOUI GARE,GAFSA,Gafsa,Bureau
249,8196,8100,JENDOUBA,JENDOUBA,Tataouine,Bureau
250,3054,3054,SFAX,TUNISIE,Sfax,Bureau
251,9023,9000,BEJA,BEJA,Kasserine,Bureau
252,4225,4200,ENNAZLA EL JAOUFIA,KEBILI,Sousse,Bureau
253,4191,7000,BIZERT,BIZARTA,Médenine,Bureau
254,8040,8040,BOUARGOUB,BOUARGOUB,Tataouine,Bureau
255,3255,3200,TATOUINE  NORD,TAOUINE,Sfax,Bureau
256,5090,5090,BEKALTA,MONASTIR,Monastir,Bureau
