IdBordereau;IdBureau;Annee;Date;Heure;RefPaiement;NumEnvoi;IdPays;Poids;Montant;cp;cite;codepays;ville;cpDest;citeDest;paysDest;villeDest
"00000732";"2083";"2024";"23/10/2024";"0812";"P";"UP001882735TN";"TN";"0.608";"5.5";"2083";"ariana";"TN";"ariana ";"2151";"GAFSA";"TN";"GAFSA"
"00000661";"2083";"2024";"24/09/2024";"0821";"P";"UP001882222TN";"TN";"1.052";"6.5";"2083";"ariana";"TN";"ariana ";"2151";"GAFSA";"TN";"GAFSA"
"00000662";"2083";"2024";"25/09/2024";"0814";"P";"UP001882236TN";"TN";"1.014";"6.5";"2083";"ariana";"TN";"ariana ";"2169";"gafsa";"TN";"gafsa"
"00000672";"2083";"2024";"02/10/2024";"1510";"P";"UP001882341TN";"TN";"1.233";"6.5";"2083";"ariana";"TN";"ariana ";"9000";"beja";"TN";"beja"
"00000684";"2083";"2024";"07/10/2024";"0810";"P";"UP001882426TN";"TN";"0.524";"5.5";"2083";"ariana";"TN";"ariana ";"4225";"wehet kebeli";"TN";"kbeli"
"00000673";"2083";"2024";"02/10/2024";"1512";"P";"UP001882338TN";"TN";"0.493";"5.0";"2083";"ariana";"TN";"ariana ";"4225";"wehet kebeli";"TN";"kbeli"
"00000571";"2083";"2024";"27/08/2024";"0735";"P";"UP001881553TN";"TN";"0.773";"5.5";"2083";"ariana";"TN";"ariana ";"2050";"HAMEM LANEF";"TN";"HAMEM LANEF"
"00000740";"2083";"2024";"28/10/2024";"0831";"C";"CP202737584TN";"TN";"2.586";"4.3";"2083";"ariana";"TN";"ariana ";"2050";"HAMEM LANEF";"TN";"HAMEM LANEF"
"00000635";"2083";"2024";"10/09/2024";"0818";"P";"UP001882085TN";"TN";"1.664";"6.5";"2083";"ariana";"TN";"ariana ";"9100";"sidi bouzid";"TN";"sidi bouzid"
"00000723";"2083";"2024";"22/10/2024";"0809";"P";"UP001882664TN";"TN";"0.66";"5.5";"2083";"ariana";"TN";"ariana ";"9100";"sidi bouzid";"TN";"sidi bouzid"
"00000660";"2083";"2024";"24/09/2024";"0818";"P";"UP001882219TN";"TN";"0.466";"5.0";"2083";"ariana";"TN";"ariana ";"5000";"MONESTIR";"TN";"MONESTIR"
"00000700";"2083";"2024";"16/10/2024";"0811";"C";"CP202737385TN";"TN";"2.135";"4.3";"2083";"ariana";"TN";"ariana ";"3070";"kerkenna";"TN";"SFAX "
"00000724";"2083";"2024";"22/10/2024";"0810";"P";"UP001882678TN";"TN";"1.357";"6.5";"2083";"ariana";"TN";"ariana ";"3070";"kerkenna";"TN";"SFAX "
"00000676";"2083";"2024";"02/10/2024";"1517";"P";"UP001882355TN";"TN";"1.998";"6.5";"2083";"ariana";"TN";"ariana ";"3070";"kerkenna";"TN";"SFAX "
"00000570";"2083";"2024";"27/08/2024";"0733";"P";"UP001881540TN";"TN";"0.576";"5.5";"2083";"ariana";"TN";"ariana ";"5076";"MONESTIR";"TN";"MONESTIR"
"00000332";"2083";"2024";"22/03/2024";"1007";"C";"CP202736473TN";"TN";"2.41";"4.3";"2083";"ariana";"TN";"ariana ";"2050";"HAMEM LANEF";"TN";"HAMEM LANEF"
"00000101";"1214";"2024";"03/05/2024";"1156";"P";"UP000193703TN";"TN";"1.028";"6.5";"1214";"majl bl abes";"TN";"gasrin";"4200";"KEBILI";"TN";"KEBILI"
"00000109";"1214";"2024";"14/05/2024";"1551";"P";"UP000193779TN";"TN";"0.578";"5.5";"1214";"majl bl abes";"TN";"gasrin";"3000";"sfax";"TN";"sfax"
"00000182";"9114";"2024";"07/06/2024";"1142";"P";"UP000050801TN";"TN";"0.099";"4.2";"9114";"CITEE SUD";"TN";"";"7050";"MENZEL BOURGUIBA";"TN";"ML BOURGUIBA"
"00000189";"9114";"2024";"24/06/2024";"1106";"P";"UP000050775TN";"TN";"0.027";"4.2";"9114";"CITEE SUD";"TN";"";"3036";"ALAMRA";"TN";"ALAMRA"
"00009095";"9031";"2024";"07/06/2024";"0956";"C";"CP323235807TN";"TN";"6.93";"5.5";"9000";"BEJA";"TN";"beja";"9100";"cnss sidi bouzid";"TN";"sidi bouzid"
"00009046";"9031";"2024";"05/02/2024";"0847";"C";"CP323237785TN";"TN";"5.49";"5.2";"9000";"BEJA";"TN";"beja";"9100";"cnss sidi bouzid";"TN";"sidi bouzid"
"00000551";"2130";"2024";"25/01/2024";"1045";"C";"CP308212905TN";"TN";"4.07";"4.9";"2130";"mataloui";"TN";"gafsa";"5125";"BOU HELAL SUD";"TN";"MAHDIA"
"00000536";"2130";"2024";"22/01/2024";"1011";"C";"CP308213027TN";"TN";"3.81";"4.6";"2130";"mataloui";"TN";"gafsa";"3043";"ghraba";"TN";"SFAX"
"00000517";"2130";"2024";"11/01/2024";"1010";"C";"CP308213217TN";"TN";"3.31";"4.6";"2130";"mataloui";"TN";"gafsa";"4160";"ben garden";"TN";"ben garden"
"00000558";"2130";"2024";"25/01/2024";"1100";"C";"CP308212857TN";"TN";"8.96";"6.1";"2130";"mataloui";"TN";"gafsa";"5180";"tunis";"TN";"tun"
"00000537";"2130";"2024";"22/01/2024";"1024";"C";"CP308213035TN";"TN";"2.87";"4.3";"2130";"mataloui";"TN";"gafsa";"6021";"tun";"TN";"gabes"
"00000554";"2130";"2024";"25/01/2024";"1054";"C";"CP308212874TN";"TN";"8.81";"6.1";"2130";"mataloui";"TN";"gafsa";"6021";"tun";"TN";"gabes"
"00000552";"2130";"2024";"25/01/2024";"1046";"C";"CP308212888TN";"TN";"11.38";"7.0";"2130";"mataloui";"TN";"gafsa";"4023";"tun";"TN";"sousse"
"00000557";"2130";"2024";"25/01/2024";"1108";"C";"CP308212830TN";"TN";"20.52";"9.7";"2130";"mataloui";"TN";"gafsa";"4023";"tun";"TN";"sousse"
"00000555";"2130";"2024";"25/01/2024";"1102";"C";"CP308212865TN";"TN";"3.99";"4.6";"2130";"mataloui";"TN";"gafsa";"3180";"tun";"TN";"tun"
"00000556";"2130";"2024";"25/01/2024";"1103";"C";"CP308212843TN";"TN";"4.12";"4.9";"2130";"mataloui";"TN";"gafsa";"4126";"tun";"TN";"tun"
"00000559";"2130";"2024";"25/01/2024";"1111";"C";"CP308212826TN";"TN";"2.1";"4.3";"2130";"mataloui";"TN";"gafsa";"3142";"CITE OKBA";"TN";"KAIROUAN"
"00000117";"9114";"2024";"25/01/2024";"0956";"C";"CP319366655TN";"TN";"2.85";"4.3";"9114";"BOUZAIENNE";"TN";"SIDI BOUZID";"4030";"CITE 7 NOVEMBRE";"TN";"SOUSSE"
"00000240";"9114";"2024";"29/07/2024";"1111";"P";"UP002033885TN";"TN";"0.67";"5.5";"9114";"BOUZAIENNE";"TN";"SIDI BOUZID";"1160";"ZAGHOUAN";"TN";"ZAGHOUAN"
"00000146";"9114";"2024";"19/03/2024";"1146";"C";"CP319368501TN";"TN";"2.409";"4.3";"9114";"BOUZAIENNE";"TN";"SIDI BOUZID";"3044";"chaffar nagta";"TN";"nagta"
"00000147";"9114";"2024";"19/03/2024";"1152";"C";"CP319368515TN";"TN";"2.3";"4.3";"9114";"BOUZAIENNE";"TN";"SIDI BOUZID";"7050";"ml bourguiba";"TN";"ml bourguiba"
"00000166";"9114";"2024";"20/05/2024";"1506";"C";"CP314000882TN";"TN";"2.39";"4.3";"9114";"BOUZAIENNE";"TN";"SIDI BOUZID";"6026";"gabes";"TN";"gabes"
"00000167";"9114";"2024";"20/05/2024";"1512";"C";"CP314000777TN";"TN";"2.9";"4.3";"9114";"BOUZAIENNE";"TN";"SIDI BOUZID";"3180";"bouhajla";"TN";"kairouen"
"00000113";"2042";"2024";"11/07/2024";"1234";"P";"UP001468130TN";"TN";"0.269";"5.0";"4100";"MEDNIN";"TN";"MEDNIN";"4100";"MEDNIN";"TN";"MEDNIN"
"00009266";"2062";"2024";"08/07/2024";"1232";"P";"UP002203655TN";"TN";"0.092";"4.2";"4100";"MEDNIN";"TN";"MEDNIN";"3027";"SFAX EL JADIDA";"TN";"SFAX"
"00000071";"2042";"2024";"09/05/2024";"0952";"P";"UP000571776TN";"TN";"0.22";"4.5";"4100";"MEDNIN";"TN";"MEDNIN";"8013";"";"TN";"NABEUL"
"00000072";"2042";"2024";"09/05/2024";"0956";"P";"UP000571780TN";"TN";"0.737";"5.5";"4100";"MEDNIN";"TN";"MEDNIN";"4000";"";"TN";"SOUSSE"
"00009269";"2062";"2024";"08/07/2024";"1236";"P";"UP002203615TN";"TN";"0.385";"5.0";"4100";"MEDNIN";"TN";"MEDNIN";"6100";"SELIANA";"TN";"SELIANA"
"00009245";"2062";"2024";"25/06/2024";"1209";"P";"UP002203831TN";"TN";"0.197";"4.5";"4100";"MEDNIN";"TN";"MEDNIN";"4000";"sousse";"TN";"sousse"
"00009246";"2062";"2024";"25/06/2024";"1210";"P";"UP002203814TN";"TN";"0.994";"5.5";"4100";"MEDNIN";"TN";"MEDNIN";"8026";"elhawaria";"TN";""
"00000110";"2042";"2024";"09/07/2024";"1245";"P";"UP001468090TN";"TN";"0.384";"5.0";"4100";"MEDNIN";"TN";"MEDNIN";"2130";"METLAWI";"TN";"METLAWI"
"00000111";"2042";"2024";"09/07/2024";"1248";"P";"UP001468086TN";"TN";"0.572";"5.5";"4100";"MEDNIN";"TN";"MEDNIN";"5080";"TBOLBA";"TN";"MONASTIR"
"00009267";"2062";"2024";"08/07/2024";"1233";"P";"UP002203624TN";"TN";"0.213";"4.5";"4100";"MEDNIN";"TN";"MEDNIN";"6113";"SELYANA";"TN";"SELYANA"
"00009265";"2062";"2024";"08/07/2024";"1231";"P";"UP002203638TN";"TN";"0.108";"4.5";"4100";"MEDNIN";"TN";"MEDNIN";"9000";"BEJA";"TN";"BEJA"
"00000095";"2042";"2024";"05/06/2024";"0724";"P";"UP000572003TN";"TN";"0.232";"5.5";"4100";"MEDNIN";"TN";"MEDNIN";"5100";"ZOUILA";"TN";""
"00000097";"2042";"2024";"05/06/2024";"0733";"P";"UP001468007TN";"TN";"0.189";"4.5";"4100";"MEDNIN";"TN";"MEDNIN";"4070";"";"TN";"MSEKEN"
"00009268";"2062";"2024";"08/07/2024";"1234";"P";"UP002203641TN";"TN";"0.556";"5.5";"4100";"MEDNIN";"TN";"MEDNIN";"2145";"gtar";"TN";"gafsa"
"00000101";"2042";"2024";"13/06/2024";"1540";"P";"UP001468038TN";"TN";"0.753";"5.5";"4100";"MEDNIN";"TN";"MEDNIN";"4060";"kalaa kbira";"TN";"souse"
"00000109";"2042";"2024";"09/07/2024";"1231";"P";"UP001468109TN";"TN";"0.406";"5.0";"4100";"MEDNIN";"TN";"MEDNIN";"7100";"JERISSA";"TN";"LE KEF"
"00009244";"2062";"2024";"25/06/2024";"1207";"P";"UP002203828TN";"TN";"0.214";"4.5";"4100";"MEDNIN";"TN";"MEDNIN";"6100";"seliana";"TN";"seliana"
"00009006";"5125";"2024";"28/03/2024";"1458";"C";"CP321471754TN";"TN";"3.1";"4.6";"5125";"BOU HELAL SUD";"TN";"MAHDIA";"2190";"CITE TAIEB MHIRI";"TN";"SNED"
"00009285";"KEBA";"2024";"21/02/2024";"0850";"C";"CP305752257TN";"TN";"4.54";"4.9";"kebili";"kebili";"TN";"4200";"7100";"borj aifa";"TN";"kef"
"00000101";"2241";"2024";"15/03/2024";"0825";"P";"RR435864609TN";"IT";"0.363";"18.0";"2241";"ras dhraa";"TN";"TOZEUR";"40018";"SAN PIETRO IN CASALE";"IT";"BOLOGNA"
"00000064";"8040";"2024";"06/02/2024";"1153";"C";"CP315643251TN";"TN";"3.75";"4.6";"8040";"bouargoub";"TN";"bouargoub";"3010";"sfax";"TN";"sfax"
"00009117";"2087";"2024";"26/06/2024";"1525";"P";"UP000519042TN";"TN";"0.442";"5.0";"2087";"cite fehri";"TN";"TUNIS";"3051";"MERKEZ EL ALIA";"TN";"SFAX VILLE"
"00009057";"2087";"2024";"20/05/2024";"0902";"P";"UP000519609TN";"TN";"0.848";"5.5";"2087";"cite fehri";"TN";"TUNIS";"1145";"CITE ENNASR";"TN";"BEN AROUS"
"00009167";"2087";"2024";"06/08/2024";"0903";"P";"UP000518594TN";"TN";"0.46";"5.0";"2087";"cite fehri";"TN";"TUNIS";"2097";"";"TN";""
"00000126";"2011";"2024";"13/05/2024";"1520";"P";"UP000979928TN";"TN";"0.847";"6.5";"2087";"cite fehri";"TN";"TUNIS";"1091";"TUNIS";"TN";"TUINIS"
"00000127";"2011";"2024";"13/05/2024";"1523";"P";"UP000979914TN";"TN";"0.43";"5.0";"2087";"cite fehri";"TN";"TUNIS";"1002";"CITE KHADHRA";"TN";"TUNIS"
"00009064";"2087";"2024";"21/05/2024";"1505";"P";"UP000519538TN";"TN";"0.45";"5.0";"2087";"cite fehri";"TN";"TUNIS";"9122";"CEBALA";"TN";"sidi bouzid"
"00009207";"2087";"2024";"14/10/2024";"1453";"P";"UP000518152TN";"TN";"1.3";"6.5";"2087";"cite fehri";"TN";"TUNIS";"2100";"ct nour";"TN";"gafsa"
"00009208";"2087";"2024";"14/10/2024";"1456";"P";"UP000518166TN";"TN";"1.5";"6.5";"2087";"cite fehri";"TN";"TUNIS";"7180";"sers";"TN";"kef"
"00009209";"2087";"2024";"14/10/2024";"1459";"P";"UP000518149TN";"TN";"1.7";"6.5";"2087";"cite fehri";"TN";"TUNIS";"9100";"sisi bouzid";"TN";"bouzid"
"00009181";"2087";"2024";"27/08/2024";"0859";"P";"UP000518435TN";"TN";"0.456";"5.0";"2087";"cite fehri";"TN";"TUNIS";"2070";"";"TN";"marsa"
"00009183";"2087";"2024";"05/09/2024";"1028";"P";"UP000518387TN";"TN";"1.778";"6.5";"2087";"cite fehri";"TN";"TUNIS";"5100";"ezganna";"TN";"mahdia"
"00009188";"2087";"2024";"12/09/2024";"1547";"P";"UP000518342TN";"TN";"0.496";"5.0";"2087";"cite fehri";"TN";"TUNIS";"2124";"gafsa";"TN";"tunis"
"00009187";"2087";"2024";"12/09/2024";"1459";"P";"UP000518339TN";"TN";"0.8";"5.5";"2087";"cite fehri";"TN";"TUNIS";"3060";"sfax";"TN";"tunis"
"00009205";"2087";"2024";"08/10/2024";"1126";"P";"UP000518170TN";"TN";"0.444";"5.0";"2087";"cite fehri";"TN";"TUNIS";"9023";"beja";"TN";"beja"
"00009163";"2087";"2024";"31/07/2024";"1108";"P";"UP000518625TN";"TN";"0.422";"5.0";"2087";"cite fehri";"TN";"TUNIS";"2097";"ben";"TN";"arous"
"00009181";"2087";"2024";"27/08/2024";"0859";"P";"UP000518427TN";"TN";"0.466";"5.0";"2087";"cite fehri";"TN";"TUNIS";"4126";"DJERBA";"TN";"MEDNINE"
"00009178";"2087";"2024";"20/08/2024";"1023";"P";"UP000518489TN";"TN";"0.44";"5.0";"2087";"cite fehri";"TN";"TUNIS";"2063";"";"TN";"ben arous"
"00009171";"2087";"2024";"12/08/2024";"1009";"P";"UP000518550TN";"TN";"0.868";"5.5";"2087";"cite fehri";"TN";"TUNIS";"1145";"cite amri2";"TN";"mouhammadia"
"00009181";"2087";"2024";"27/08/2024";"0859";"P";"UP000518458TN";"TN";"0.944";"5.5";"2087";"cite fehri";"TN";"TUNIS";"4070";"";"TN";"sousse"
"00009181";"2087";"2024";"27/08/2024";"0859";"P";"UP000518444TN";"TN";"0.44";"5.0";"2087";"cite fehri";"TN";"TUNIS";"9023";"";"TN";"beja"
"00009160";"2087";"2024";"30/07/2024";"0903";"P";"UP000518651TN";"TN";"0.43";"5.0";"2087";"cite fehri";"TN";"TUNIS";"1124";"manouba";"TN";"tunis"
"00009161";"2087";"2024";"30/07/2024";"0907";"P";"UP000518648TN";"TN";"0.84";"5.5";"2087";"cite fehri";"TN";"TUNIS";"9120";"bouzid";"TN";"tunis"
"00009166";"2087";"2024";"05/08/2024";"1013";"P";"UP000518603TN";"TN";"0.432";"5.0";"2087";"cite fehri";"TN";"TUNIS";"1140";"";"TN";""
"00009179";"2087";"2024";"21/08/2024";"1033";"P";"UP000518475TN";"TN";"0.534";"5.5";"2087";"cite fehri";"TN";"TUNIS";"9140";"";"TN";"sidi bouzid"
"00009152";"2087";"2024";"24/07/2024";"0856";"P";"UP000518736TN";"TN";"0.42";"5.0";"2087";"cite fehri";"TN";"TUNIS";"6120";"krib";"TN";"tunis"
"00009162";"2087";"2024";"31/07/2024";"0900";"P";"UP000518634TN";"TN";"0.422";"5.0";"2087";"cite fehri";"TN";"TUNIS";"4030";"enfidha";"TN";"sousse"
"00009145";"2087";"2024";"15/07/2024";"1022";"P";"UP000518807TN";"TN";"0.868";"5.5";"2087";"cite fehri";"TN";"TUNIS";"4025";"sousse";"TN";"sousse"
"00009153";"2087";"2024";"29/07/2024";"0857";"P";"UP000518722TN";"TN";"1.29";"6.5";"2087";"cite fehri";"TN";"TUNIS";"4000";"sousse";"TN";"sousse"
"00009154";"2087";"2024";"29/07/2024";"0900";"P";"UP000518719TN";"TN";"0.466";"5.0";"2087";"cite fehri";"TN";"TUNIS";"8037";"fondek jdid";"TN";"nabeul"
"00009155";"2087";"2024";"29/07/2024";"0902";"P";"UP000518705TN";"TN";"0.448";"5.0";"2087";"cite fehri";"TN";"TUNIS";"8090";"nab";"TN";"nabeul"
"00009149";"2087";"2024";"22/07/2024";"1010";"P";"UP000518767TN";"TN";"0.904";"5.5";"2087";"cite fehri";"TN";"TUNIS";"2245";"toze";"TN";"tunis"
"00009159";"2087";"2024";"30/07/2024";"0901";"P";"UP000518665TN";"TN";"0.986";"5.5";"2087";"cite fehri";"TN";"TUNIS";"1100";"zaghouan";"TN";"zaghouan"
"00009117";"2087";"2024";"26/06/2024";"1525";"P";"UP000519060TN";"TN";"1.38";"6.5";"2087";"cite fehri";"TN";"TUNIS";"7120";"";"TN";"kef"
"00009117";"2087";"2024";"26/06/2024";"1525";"P";"UP000519056TN";"TN";"0.442";"5.0";"2087";"cite fehri";"TN";"TUNIS";"9010";"";"TN";"beja"
"00009115";"2087";"2024";"25/06/2024";"1021";"P";"UP000519087TN";"TN";"0.878";"5.5";"2087";"cite fehri";"TN";"TUNIS";"1216";"";"TN";"kasserine"
"00009142";"2087";"2024";"09/07/2024";"0920";"P";"UP000518815TN";"TN";"0.466";"5.0";"2087";"cite fehri";"TN";"TUNIS";"4000";"ct zouhour";"TN";"sousse"
"00009138";"2087";"2024";"08/07/2024";"0935";"P";"UP000518855TN";"TN";"0.922";"5.5";"2087";"cite fehri";"TN";"TUNIS";"3130";"kairouan";"TN";"tunis"
"00009139";"2087";"2024";"08/07/2024";"0938";"P";"UP000518841TN";"TN";"0.906";"5.5";"2087";"cite fehri";"TN";"TUNIS";"4180";"jerba";"TN";"tunis"
"00009146";"2087";"2024";"17/07/2024";"0903";"P";"UP000518798TN";"TN";"0.894";"5.5";"2087";"cite fehri";"TN";"TUNIS";"9000";"beja";"TN";"beja"
"00009151";"2087";"2024";"24/07/2024";"0855";"P";"UP000518740TN";"TN";"0.9";"5.5";"2087";"cite fehri";"TN";"TUNIS";"9000";"beja";"TN";"beja"
"00009147";"2087";"2024";"17/07/2024";"0905";"P";"UP000518784TN";"TN";"0.444";"5.0";"2087";"cite fehri";"TN";"TUNIS";"1115";"zagh";"TN";"zaghouen"
